Season,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2021,Regular Season,25,Tue,2021-03-09,18:00,Blackburn,1–1,Swansea City,,Ewood Park,Robert Jones,Match Report,
2021,Regular Season,24,Tue,2021-03-09,19:00,QPR,1–0,Wycombe,,Loftus Road Stadium,Simon Hooper,Match Report,
2021,Regular Season,28,Wed,2021-03-10,19:00,Barnsley,0–0,Derby County,,Oakwell Stadium,Keith Stroud,Match Report,
2021,Regular Season,36,Fri,2021-03-12,19:45,Blackburn,0–1,Brentford,,Ewood Park,Geoff Eltringham,Match Report,
2021,Regular Season,36,Sat,2021-03-13,12:15,Luton Town,0–1,Swansea City,,Kenilworth Road Stadium,Darren Bond,Match Report,
2021,Regular Season,36,Sat,2021-03-13,15:00,Derby County,0–1,Millwall,,iPro Stadium,Darren England,Match Report,
2021,Regular Season,36,Sat,2021-03-13,15:00,Bournemouth,2–3,Barnsley,,Vitality Stadium,John Brooks,Match Report,
2021,Regular Season,36,Sat,2021-03-13,15:00,Wycombe,1–0,Preston,,Adams Park,Tim Robinson,Match Report,
2021,Regular Season,36,Sat,2021-03-13,15:00,Birmingham City,0–3,Bristol City,,St Andrew's Trillion Trophy Stadium,Jarred Gillett,Match Report,
2021,Regular Season,36,Sat,2021-03-13,15:00,Middlesbrough,3–0,Stoke City,,Riverside Stadium,Andy Madley,Match Report,
2021,Regular Season,36,Sat,2021-03-13,15:00,Nott'ham Forest,1–1,Reading,,The City Ground,Steve Martin,Match Report,
2021,Regular Season,36,Sat,2021-03-13,15:00,Cardiff City,1–2,Watford,,Cardiff City Stadium,Keith Stroud,Match Report,
2021,Regular Season,36,Sat,2021-03-13,15:00,QPR,0–1,Huddersfield,,Loftus Road Stadium,Michael Salisbury,Match Report,
2021,Regular Season,36,Sun,2021-03-14,12:15,Sheffield Weds,1–2,Norwich City,,Hillsborough Stadium,Tony Harrington,Match Report,
2021,Regular Season,37,Tue,2021-03-16,19:00,Middlesbrough,2–0,Preston,,Riverside Stadium,Oliver Langford,Match Report,
2021,Regular Season,37,Tue,2021-03-16,19:00,Luton Town,2–0,Coventry City,,Kenilworth Road Stadium,Steve Martin,Match Report,
2021,Regular Season,37,Tue,2021-03-16,19:00,Cardiff City,0–0,Stoke City,,Cardiff City Stadium,Graham Scott,Match Report,
2021,Regular Season,37,Tue,2021-03-16,19:00,Rotherham Utd,1–4,Watford,,New York Stadium,Jeremy Simpson,Match Report,
2021,Regular Season,37,Tue,2021-03-16,19:00,Derby County,2–2,Brentford,,iPro Stadium,David Webb,Match Report,
2021,Regular Season,37,Tue,2021-03-16,19:45,Bournemouth,3–0,Swansea City,,Vitality Stadium,James Linington,Match Report,
2021,Regular Season,37,Wed,2021-03-17,19:00,Nott'ham Forest,0–2,Norwich City,,The City Ground,Leigh Doughty,Match Report,
2021,Regular Season,37,Wed,2021-03-17,19:00,Wycombe,1–3,Barnsley,,Adams Park,Darren Bond,Match Report,
2021,Regular Season,37,Wed,2021-03-17,19:00,QPR,3–2,Millwall,,Loftus Road Stadium,Jarred Gillett,Match Report,
2021,Regular Season,37,Wed,2021-03-17,19:45,Birmingham City,2–1,Reading,,St Andrew's Trillion Trophy Stadium,Andy Woolmer,Match Report,
2021,Regular Season,37,Wed,2021-03-17,19:45,Sheffield Weds,1–1,Huddersfield,,Hillsborough Stadium,Robert Jones,Match Report,
2021,Regular Season,37,Wed,2021-03-17,19:45,Blackburn,0–0,Bristol City,,Ewood Park,Craig Hicks,Match Report,
2021,Regular Season,38,Sat,2021-03-20,12:30,Brentford,1–1,Nott'ham Forest,,Brentford Community Stadium,Graham Scott,Match Report,
2021,Regular Season,38,Sat,2021-03-20,15:00,Norwich City,1–1,Blackburn,,Carrow Road,Keith Stroud,Match Report,
2021,Regular Season,38,Sat,2021-03-20,15:00,Reading,1–1,QPR,,Madejski Stadium,Dean Whitestone,Match Report,
2021,Regular Season,38,Sat,2021-03-20,15:00,Watford,3–0,Birmingham City,,Vicarage Road Stadium,Darren Bond,Match Report,
2021,Regular Season,38,Sat,2021-03-20,15:00,Preston,0–1,Luton Town,,Deepdale Stadium,Thomas Bramall,Match Report,
2021,Regular Season,38,Sat,2021-03-20,15:00,Stoke City,1–0,Derby County,,Bet365 Stadium,Jarred Gillett,Match Report,
2021,Regular Season,38,Sat,2021-03-20,15:00,Coventry City,0–0,Wycombe,,St Andrew's Trillion Trophy Stadium,Tony Harrington,Match Report,
2021,Regular Season,38,Sat,2021-03-20,15:00,Millwall,1–0,Middlesbrough,,The Den,James Linington,Match Report,
2021,Regular Season,38,Sat,2021-03-20,15:00,Bristol City,0–2,Rotherham Utd,,Ashton Gate Stadium,Matt Donohue,Match Report,
2021,Regular Season,38,Sat,2021-03-20,15:00,Barnsley,1–2,Sheffield Weds,,Oakwell Stadium,Tim Robinson,Match Report,
2021,Regular Season,38,Sat,2021-03-20,17:30,Swansea City,0–1,Cardiff City,,Liberty Stadium,Paul Tierney,Match Report,
2021,Regular Season,39,Fri,2021-04-02,15:00,Bristol City,0–2,Stoke City,,Ashton Gate Stadium,Michael Salisbury,Match Report,
2021,Regular Season,39,Fri,2021-04-02,15:00,Derby County,2–0,Luton Town,,iPro Stadium,Andy Woolmer,Match Report,
2021,Regular Season,39,Fri,2021-04-02,15:00,Watford,1–0,Sheffield Weds,,Vicarage Road Stadium,Chris Kavanagh,Match Report,
2021,Regular Season,39,Fri,2021-04-02,15:00,Wycombe,1–0,Blackburn,,Adams Park,David Webb,Match Report,
2021,Regular Season,39,Fri,2021-04-02,15:00,Bournemouth,3–1,Middlesbrough,,Vitality Stadium,Simon Hooper,Match Report,
2021,Regular Season,39,Fri,2021-04-02,15:00,Preston,1–1,Norwich City,,Deepdale Stadium,Dean Whitestone,Match Report,
2021,Regular Season,39,Fri,2021-04-02,15:00,Cardiff City,0–1,Nott'ham Forest,,Cardiff City Stadium,Gavin Ward,Match Report,
2021,Regular Season,39,Fri,2021-04-02,15:00,Millwall,1–0,Rotherham Utd,,The Den,John Brooks,Match Report,
2021,Regular Season,39,Fri,2021-04-02,15:00,QPR,3–0,Coventry City,,Loftus Road Stadium,Jeremy Simpson,Match Report,
2021,Regular Season,39,Fri,2021-04-02,17:30,Barnsley,1–1,Reading,,Oakwell Stadium,Geoff Eltringham,Match Report,
2021,Regular Season,39,Fri,2021-04-02,20:00,Birmingham City,1–0,Swansea City,,St Andrew's Trillion Trophy Stadium,Tony Harrington,Match Report,
2021,Regular Season,39,Sat,2021-04-03,12:30,Huddersfield,1–1,Brentford,,The John Smith's Stadium,Oliver Langford,Match Report,
2021,Regular Season,40,Mon,2021-04-05,12:30,Middlesbrough,1–1,Watford,,Riverside Stadium,Tim Robinson,Match Report,
2021,Regular Season,40,Mon,2021-04-05,15:00,Nott'ham Forest,3–1,QPR,,The City Ground,Keith Stroud,Match Report,
2021,Regular Season,40,Mon,2021-04-05,15:00,Stoke City,1–2,Millwall,,Bet365 Stadium,Gavin Ward,Match Report,
2021,Regular Season,40,Mon,2021-04-05,15:00,Coventry City,3–1,Bristol City,,St Andrew's Trillion Trophy Stadium,Geoff Eltringham,Match Report,
2021,Regular Season,40,Mon,2021-04-05,15:00,Swansea City,0–1,Preston,,Liberty Stadium,Peter Bankes,Match Report,
2021,Regular Season,40,Mon,2021-04-05,15:00,Blackburn,0–2,Bournemouth,,Ewood Park,Darren Bond,Match Report,
2021,Regular Season,40,Mon,2021-04-05,15:00,Rotherham Utd,0–3,Wycombe,,New York Stadium,James Linington,Match Report,
2021,Regular Season,40,Mon,2021-04-05,15:00,Luton Town,1–2,Barnsley,,Kenilworth Road Stadium,Matt Donohue,Match Report,
2021,Regular Season,40,Mon,2021-04-05,15:00,Reading,3–1,Derby County,,Madejski Stadium,Jonathan Moss,Match Report,
2021,Regular Season,40,Mon,2021-04-05,17:30,Sheffield Weds,5–0,Cardiff City,,Hillsborough Stadium,David Webb,Match Report,
2021,Regular Season,40,Tue,2021-04-06,19:00,Brentford,0–0,Birmingham City,,Brentford Community Stadium,Dean Whitestone,Match Report,
2021,Regular Season,40,Tue,2021-04-06,19:45,Norwich City,7–0,Huddersfield,,Carrow Road,Jarred Gillett,Match Report,
2021,Regular Season,41,Fri,2021-04-09,19:45,Watford,2–0,Reading,,Vicarage Road Stadium,James Linington,Match Report,
2021,Regular Season,41,Sat,2021-04-10,12:30,Millwall,0–3,Swansea City,,The Den,Robert Jones,Match Report,
2021,Regular Season,41,Sat,2021-04-10,15:00,Derby County,0–1,Norwich City,,iPro Stadium,Michael Salisbury,Match Report,
2021,Regular Season,41,Sat,2021-04-10,15:00,Huddersfield,0–0,Rotherham Utd,,The John Smith's Stadium,Lee Mason,Match Report,
2021,Regular Season,41,Sat,2021-04-10,15:00,QPR,4–1,Sheffield Weds,,Loftus Road Stadium,John Brooks,Match Report,
2021,Regular Season,41,Sat,2021-04-10,15:00,Cardiff City,2–2,Blackburn,,Cardiff City Stadium,Jeremy Simpson,Match Report,
2021,Regular Season,41,Sat,2021-04-10,15:00,Barnsley,2–0,Middlesbrough,,Oakwell Stadium,Keith Stroud,Match Report,
2021,Regular Season,41,Sat,2021-04-10,15:00,Bournemouth,4–1,Coventry City,,Vitality Stadium,David Webb,Match Report,
2021,Regular Season,41,Sat,2021-04-10,15:00,Bristol City,0–0,Nott'ham Forest,,Ashton Gate Stadium,Steve Martin,Match Report,
2021,Regular Season,41,Sat,2021-04-10,15:00,Wycombe,1–3,Luton Town,,Adams Park,Oliver Langford,Match Report,
2021,Regular Season,41,Sat,2021-04-10,15:00,Birmingham City,2–0,Stoke City,,St Andrew's Trillion Trophy Stadium,Geoff Eltringham,Match Report,
2021,Regular Season,41,Sat,2021-04-10,15:00,Preston,0–5,Brentford,,Deepdale Stadium,Tony Harrington,Match Report,
2021,Regular Season,38,Tue,2021-04-13,17:30,Huddersfield,1–2,Bournemouth,,The John Smith's Stadium,Jeremy Simpson,Match Report,
2021,Regular Season,29,Tue,2021-04-13,18:00,Sheffield Weds,0–2,Swansea City,,Hillsborough Stadium,Matt Donohue,Match Report,
2021,Regular Season,29,Tue,2021-04-13,19:00,Rotherham Utd,3–1,QPR,,New York Stadium,Dean Whitestone,Match Report,
2021,Regular Season,36,Thu,2021-04-15,19:00,Rotherham Utd,0–1,Coventry City,,New York Stadium,Jarred Gillett,Match Report,
2021,Regular Season,42,Fri,2021-04-16,18:00,Blackburn,2–1,Derby County,,Ewood Park,Steve Martin,Match Report,
2021,Regular Season,42,Fri,2021-04-16,18:00,Reading,1–1,Cardiff City,,Madejski Stadium,John Brooks,Match Report,
2021,Regular Season,42,Sat,2021-04-17,12:30,Middlesbrough,1–2,QPR,,Riverside Stadium,Matt Donohue,Match Report,
2021,Regular Season,42,Sat,2021-04-17,12:30,Nott'ham Forest,0–2,Huddersfield,,The City Ground,Andy Woolmer,Match Report,
2021,Regular Season,42,Sat,2021-04-17,12:30,Brentford,0–0,Millwall,,Brentford Community Stadium,Darren Bond,Match Report,
2021,Regular Season,42,Sat,2021-04-17,12:30,Luton Town,1–0,Watford,,Kenilworth Road Stadium,Gavin Ward,Match Report,
2021,Regular Season,42,Sat,2021-04-17,12:30,Sheffield Weds,1–1,Bristol City,,Hillsborough Stadium,Tony Harrington,Match Report,
2021,Regular Season,42,Sat,2021-04-17,12:30,Swansea City,2–2,Wycombe,,Liberty Stadium,Keith Stroud,Match Report,
2021,Regular Season,42,Sat,2021-04-17,12:30,Stoke City,0–0,Preston,,Bet365 Stadium,James Linington,Match Report,
2021,Regular Season,42,Sat,2021-04-17,20:00,Norwich City,1–3,Bournemouth,,Carrow Road,Graham Scott,Match Report,
2021,Regular Season,42,Sun,2021-04-18,12:00,Rotherham Utd,0–1,Birmingham City,,New York Stadium,Tim Robinson,Match Report,
2021,Regular Season,42,Sun,2021-04-18,15:00,Coventry City,2–0,Barnsley,,St Andrew's Trillion Trophy Stadium,Lee Mason,Match Report,
2021,Regular Season,43,Tue,2021-04-20,18:00,Brentford,1–1,Cardiff City,,Brentford Community Stadium,Darren England,Match Report,
2021,Regular Season,43,Tue,2021-04-20,18:00,Norwich City,0–1,Watford,,Carrow Road,Tim Robinson,Match Report,
2021,Regular Season,43,Tue,2021-04-20,19:00,Preston,3–0,Derby County,,Deepdale Stadium,Geoff Eltringham,Match Report,
2021,Regular Season,43,Tue,2021-04-20,19:00,Sheffield Weds,1–0,Blackburn,,Hillsborough Stadium,Paul Tierney,Match Report,
2021,Regular Season,43,Tue,2021-04-20,19:00,Swansea City,0–1,QPR,,Liberty Stadium,Jarred Gillett,Match Report,
2021,Regular Season,43,Wed,2021-04-21,18:00,Rotherham Utd,1–2,Middlesbrough,,New York Stadium,Darren Bond,Match Report,
2021,Regular Season,43,Wed,2021-04-21,18:00,Millwall,1–4,Bournemouth,,The Den,Keith Stroud,Match Report,
2021,Regular Season,43,Wed,2021-04-21,19:00,Stoke City,2–3,Coventry City,,Bet365 Stadium,Oliver Langford,Match Report,
2021,Regular Season,43,Wed,2021-04-21,19:00,Wycombe,2–1,Bristol City,,Adams Park,Dean Whitestone,Match Report,
2021,Regular Season,43,Wed,2021-04-21,19:45,Huddersfield,0–1,Barnsley,,The John Smith's Stadium,David Webb,Match Report,
2021,Regular Season,43,Wed,2021-04-21,19:45,Luton Town,0–0,Reading,,Kenilworth Road Stadium,Michael Salisbury,Match Report,
2021,Regular Season,43,Wed,2021-04-21,19:45,Birmingham City,1–1,Nott'ham Forest,,St Andrew's Trillion Trophy Stadium,Jeremy Simpson,Match Report,
2021,Regular Season,44,Sat,2021-04-24,12:30,Bournemouth,0–1,Brentford,,Vitality Stadium,John Brooks,Match Report,
2021,Regular Season,44,Sat,2021-04-24,15:00,Blackburn,5–2,Huddersfield,,Ewood Park,Tim Robinson,Match Report,
2021,Regular Season,44,Sat,2021-04-24,15:00,Cardiff City,2–1,Wycombe,,Cardiff City Stadium,Matt Donohue,Match Report,
2021,Regular Season,44,Sat,2021-04-24,15:00,Coventry City,0–1,Preston,,St Andrew's Trillion Trophy Stadium,Andy Woolmer,Match Report,
2021,Regular Season,44,Sat,2021-04-24,15:00,Barnsley,1–0,Rotherham Utd,,Oakwell Stadium,Gavin Ward,Match Report,
2021,Regular Season,44,Sat,2021-04-24,15:00,QPR,1–3,Norwich City,,Loftus Road Stadium,James Linington,Match Report,
2021,Regular Season,44,Sat,2021-04-24,15:00,Nott'ham Forest,1–1,Stoke City,,The City Ground,Andrew Davies,Match Report,
2021,Regular Season,44,Sat,2021-04-24,15:00,Middlesbrough,3–1,Sheffield Weds,,Riverside Stadium,Jarred Gillett,Match Report,
2021,Regular Season,44,Sat,2021-04-24,15:00,Derby County,1–2,Birmingham City,,iPro Stadium,Robert Jones,Match Report,
2021,Regular Season,44,Sat,2021-04-24,15:00,Watford,1–0,Millwall,,Vicarage Road Stadium,Dean Whitestone,Match Report,
2021,Regular Season,44,Sun,2021-04-25,12:00,Reading,2–2,Swansea City,,Madejski Stadium,John Brooks,Match Report,
2021,Regular Season,44,Sun,2021-04-25,13:00,Bristol City,2–3,Luton Town,,Ashton Gate Stadium,John Busby,Match Report,
2021,Regular Season,35,Tue,2021-04-27,19:00,Brentford,1–0,Rotherham Utd,,Brentford Community Stadium,Michael Salisbury,Match Report,
2021,Regular Season,45,Sat,2021-05-01,12:30,Sheffield Weds,0–0,Nott'ham Forest,,Hillsborough Stadium,Tim Robinson,Match Report,
2021,Regular Season,45,Sat,2021-05-01,15:00,Huddersfield,1–1,Coventry City,,The John Smith's Stadium,Keith Stroud,Match Report,
2021,Regular Season,45,Sat,2021-05-01,15:00,Millwall,4–1,Bristol City,,The Den,Joshua Smith,Match Report,
2021,Regular Season,45,Sat,2021-05-01,15:00,Luton Town,1–1,Middlesbrough,,Kenilworth Road Stadium,Jeremy Simpson,Match Report,
2021,Regular Season,45,Sat,2021-05-01,15:00,Brentford,2–0,Watford,,Brentford Community Stadium,Lee Mason,Match Report,
2021,Regular Season,45,Sat,2021-05-01,15:00,Preston,2–0,Barnsley,,Deepdale Stadium,Matt Donohue,Match Report,
2021,Regular Season,45,Sat,2021-05-01,15:00,Stoke City,0–2,QPR,,Bet365 Stadium,Craig Pawson,Match Report,
2021,Regular Season,45,Sat,2021-05-01,15:00,Swansea City,2–1,Derby County,,Liberty Stadium,Darren Bond,Match Report,
2021,Regular Season,45,Sat,2021-05-01,15:00,Norwich City,4–1,Reading,,Carrow Road,Oliver Langford,Match Report,
2021,Regular Season,45,Sat,2021-05-01,15:00,Rotherham Utd,1–1,Blackburn,,New York Stadium,Tony Harrington,Match Report,
2021,Regular Season,45,Sat,2021-05-01,15:00,Birmingham City,0–4,Cardiff City,,St Andrew's Trillion Trophy Stadium,Andrew Davies,Match Report,
2021,Regular Season,45,Sat,2021-05-01,15:00,Wycombe,1–0,Bournemouth,,Adams Park,Geoff Eltringham,Match Report,
2021,Regular Season,26,Tue,2021-05-04,19:15,Luton Town,0–0,Rotherham Utd,,Kenilworth Road Stadium,Dean Whitestone,Match Report,
2021,Regular Season,46,Sat,2021-05-08,12:30,Barnsley,2–2,Norwich City,,Oakwell Stadium,Joshua Smith,Match Report,
2021,Regular Season,46,Sat,2021-05-08,12:30,Derby County,3–3,Sheffield Weds,,iPro Stadium,Mike Dean,Match Report,
2021,Regular Season,46,Sat,2021-05-08,12:30,Reading,2–2,Huddersfield,,Madejski Stadium,Jarred Gillett,Match Report,
2021,Regular Season,46,Sat,2021-05-08,12:30,Nott'ham Forest,1–2,Preston,,The City Ground,Darren Bond,Match Report,
2021,Regular Season,46,Sat,2021-05-08,12:30,Blackburn,5–2,Birmingham City,,Ewood Park,Keith Stroud,Match Report,
2021,Regular Season,46,Sat,2021-05-08,12:30,Watford,2–0,Swansea City,,Vicarage Road Stadium,Geoff Eltringham,Match Report,
2021,Regular Season,46,Sat,2021-05-08,12:30,Bournemouth,0–2,Stoke City,,Vitality Stadium,David Webb,Match Report,
2021,Regular Season,46,Sat,2021-05-08,12:30,Coventry City,6–1,Millwall,,St Andrew's Trillion Trophy Stadium,Michael Salisbury,Match Report,
2021,Regular Season,46,Sat,2021-05-08,12:30,Cardiff City,1–1,Rotherham Utd,,Cardiff City Stadium,Graham Scott,Match Report,
2021,Regular Season,46,Sat,2021-05-08,12:30,Middlesbrough,0–3,Wycombe,,Riverside Stadium,Martin Atkinson,Match Report,
2021,Regular Season,46,Sat,2021-05-08,12:30,Bristol City,1–3,Brentford,,Ashton Gate Stadium,James Linington,Match Report,
2021,Regular Season,46,Sat,2021-05-08,12:30,QPR,3–1,Luton Town,,Loftus Road Stadium,Tony Harrington,Match Report,
2021,Semi-finals,,Mon,2021-05-17,18:00,Bournemouth,1–0,Brentford,,Vitality Stadium,Tim Robinson,Match Report,Leg 1 of 2
2021,Semi-finals,,Mon,2021-05-17,20:15,Barnsley,0–1,Swansea City,,Oakwell Stadium,Geoff Eltringham,Match Report,Leg 1 of 2
2021,Semi-finals,,Sat,2021-05-22,12:30,Brentford,,Bournemouth,,Brentford Community Stadium,,Head-to-Head,Leg 2 of 2; Bournemouth 1:0 Brentford
2021,Semi-finals,,Sat,2021-05-22,18:30,Swansea City,,Barnsley,,Liberty Stadium,,Head-to-Head,Leg 2 of 2; Barnsley 0:1 Swansea City
