team_name,eg_reg,opponent_name,eg_reg,win,lose,win_reg,lose_reg,draw_reg,win_ot,lose_ot,win_pk,lose_pk
Ukraine,0.7,Italy,0.9,0.428,0.572,0.264,0.389,0.348,0.053,0.072,0.111,0.111
Ukraine,1.0,Northern Ireland,0.5,0.671,0.329,0.471,0.176,0.353,0.083,0.037,0.117,0.117
Ukraine,0.8,Poland,0.8,0.503,0.497,0.321,0.316,0.363,0.063,0.062,0.119,0.119
Ukraine,0.7,Portugal,0.9,0.439,0.561,0.268,0.373,0.359,0.054,0.071,0.117,0.117
Ukraine,0.9,Republic of Ireland,0.7,0.568,0.432,0.380,0.261,0.359,0.071,0.053,0.117,0.117
Ukraine,0.8,Romania,0.7,0.523,0.477,0.338,0.298,0.364,0.066,0.059,0.120,0.120
Ukraine,0.9,Russia,0.8,0.513,0.487,0.341,0.319,0.340,0.065,0.061,0.107,0.107
Ukraine,0.9,Slovakia,0.7,0.568,0.432,0.384,0.267,0.349,0.071,0.053,0.112,0.112
Ukraine,0.6,Spain,1.3,0.298,0.702,0.175,0.530,0.294,0.035,0.083,0.088,0.088
Ukraine,0.9,Sweden,0.8,0.512,0.488,0.339,0.317,0.344,0.065,0.061,0.109,0.109
Ukraine,0.8,Switzerland,0.8,0.505,0.495,0.322,0.314,0.364,0.063,0.062,0.119,0.119
Ukraine,0.9,Turkey,0.9,0.504,0.496,0.338,0.331,0.331,0.064,0.063,0.102,0.102
Ukraine,0.9,Wales,0.7,0.568,0.432,0.380,0.262,0.358,0.071,0.053,0.117,0.117
Wales,0.7,Albania,0.5,0.568,0.432,0.355,0.239,0.406,0.071,0.051,0.142,0.142
Wales,0.9,Austria,1.0,0.462,0.538,0.306,0.373,0.321,0.058,0.068,0.097,0.097
Wales,0.6,Belgium,1.3,0.280,0.720,0.164,0.553,0.283,0.033,0.084,0.083,0.083
Wales,0.6,Croatia,1.1,0.347,0.653,0.202,0.469,0.329,0.041,0.080,0.104,0.104
Wales,0.8,Czech Republic,0.8,0.502,0.498,0.325,0.321,0.355,0.063,0.062,0.115,0.115
Wales,0.5,England,1.2,0.299,0.701,0.168,0.522,0.310,0.034,0.084,0.096,0.096
Wales,0.4,France,1.3,0.215,0.785,0.107,0.611,0.283,0.022,0.088,0.086,0.086
Wales,0.7,Germany,1.7,0.227,0.773,0.140,0.629,0.231,0.027,0.082,0.061,0.061
Wales,0.9,Hungary,0.8,0.514,0.486,0.344,0.320,0.336,0.065,0.061,0.105,0.105
Wales,0.8,Iceland,1.0,0.453,0.547,0.295,0.376,0.329,0.057,0.069,0.101,0.101
Wales,0.6,Italy,1.0,0.361,0.639,0.211,0.452,0.337,0.043,0.079,0.108,0.108
Wales,0.8,Northern Ireland,0.5,0.608,0.392,0.404,0.218,0.378,0.076,0.046,0.128,0.128
Wales,0.7,Poland,0.8,0.436,0.564,0.263,0.374,0.363,0.053,0.071,0.119,0.119
Wales,0.6,Portugal,1.0,0.374,0.626,0.216,0.434,0.350,0.044,0.078,0.114,0.114
Wales,0.7,Republic of Ireland,0.7,0.501,0.499,0.316,0.315,0.368,0.063,0.062,0.122,0.122
Wales,0.7,Romania,0.8,0.456,0.544,0.278,0.354,0.367,0.056,0.068,0.121,0.121
Wales,0.7,Russia,0.9,0.441,0.559,0.278,0.381,0.341,0.055,0.070,0.108,0.108
Wales,0.8,Slovakia,0.8,0.498,0.502,0.320,0.323,0.358,0.062,0.063,0.116,0.116
Wales,0.5,Spain,1.4,0.239,0.761,0.133,0.597,0.269,0.027,0.085,0.078,0.078
Wales,0.7,Sweden,0.9,0.442,0.558,0.277,0.378,0.345,0.055,0.070,0.110,0.110
Wales,0.7,Switzerland,0.8,0.438,0.562,0.264,0.372,0.364,0.054,0.071,0.120,0.120
Wales,0.8,Turkey,1.0,0.431,0.569,0.275,0.395,0.331,0.054,0.072,0.103,0.103
Wales,0.7,Ukraine,0.9,0.432,0.568,0.262,0.380,0.358,0.053,0.071,0.117,0.117
