team,n,rank,w,d,l,gf,ga,gd,pts
AEK Athens,4229,1,4,2,0,7,1,6,14
PAOK Salonik,4229,2,2,3,1,10,5,5,9
P'thinaikos,4229,3,1,2,3,5,10,-5,5
Panionios,4229,4,1,1,4,4,10,-6,4
AEK Athens,4230,1,4,2,0,7,1,6,14
PAOK Salonik,4230,2,2,3,1,10,5,5,9
P'thinaikos,4230,3,1,2,3,5,10,-5,5
Panionios,4230,4,1,1,4,4,10,-6,4
AEK Athens,4231,1,4,2,0,7,1,6,14
PAOK Salonik,4231,2,2,2,2,10,6,4,8
P'thinaikos,4231,3,2,1,3,6,10,-4,7
Panionios,4231,4,1,1,4,4,10,-6,4
AEK Athens,4232,1,4,2,0,7,1,6,14
PAOK Salonik,4232,2,3,2,1,12,5,7,11
Panionios,4232,3,1,1,4,4,10,-6,4
P'thinaikos,4232,4,1,1,4,5,12,-7,4
AEK Athens,4233,1,4,2,0,7,1,6,14
PAOK Salonik,4233,2,3,2,1,11,5,6,11
P'thinaikos,4233,3,1,1,4,5,11,-6,4
Panionios,4233,4,1,1,4,4,10,-6,4
AEK Athens,4234,1,4,2,0,7,1,6,14
PAOK Salonik,4234,2,3,2,1,12,4,8,11
Panionios,4234,3,1,1,4,4,10,-6,4
P'thinaikos,4234,4,1,1,4,4,12,-8,4
AEK Athens,4235,1,4,2,0,7,1,6,14
PAOK Salonik,4235,2,2,3,1,10,5,5,9
P'thinaikos,4235,3,1,2,3,5,10,-5,5
Panionios,4235,4,1,1,4,4,10,-6,4
AEK Athens,4236,1,4,2,0,7,1,6,14
PAOK Salonik,4236,2,2,3,1,9,4,5,9
P'thinaikos,4236,3,1,2,3,4,9,-5,5
Panionios,4236,4,1,1,4,4,10,-6,4
AEK Athens,4237,1,4,2,0,7,1,6,14
PAOK Salonik,4237,2,2,3,1,10,5,5,9
P'thinaikos,4237,3,1,2,3,5,10,-5,5
Panionios,4237,4,1,1,4,4,10,-6,4
AEK Athens,4238,1,4,2,0,7,1,6,14
PAOK Salonik,4238,2,3,2,1,10,4,6,11
P'thinaikos,4238,3,1,1,4,4,10,-6,4
Panionios,4238,3,1,1,4,4,10,-6,4
AEK Athens,4239,1,4,2,0,7,1,6,14
PAOK Salonik,4239,2,2,2,2,10,7,3,8
P'thinaikos,4239,3,2,1,3,7,10,-3,7
Panionios,4239,4,1,1,4,4,10,-6,4
AEK Athens,4240,1,4,2,0,7,1,6,14
PAOK Salonik,4240,2,2,2,2,10,7,3,8
P'thinaikos,4240,3,2,1,3,7,10,-3,7
Panionios,4240,4,1,1,4,4,10,-6,4
AEK Athens,4241,1,4,2,0,7,1,6,14
PAOK Salonik,4241,2,2,2,2,10,7,3,8
P'thinaikos,4241,3,2,1,3,7,10,-3,7
Panionios,4241,4,1,1,4,4,10,-6,4
AEK Athens,4242,1,4,2,0,7,1,6,14
PAOK Salonik,4242,2,2,2,2,11,7,4,8
P'thinaikos,4242,3,2,1,3,7,11,-4,7
Panionios,4242,4,1,1,4,4,10,-6,4
AEK Athens,4243,1,4,2,0,7,1,6,14
PAOK Salonik,4243,2,2,2,2,9,6,3,8
P'thinaikos,4243,3,2,1,3,6,9,-3,7
Panionios,4243,4,1,1,4,4,10,-6,4
AEK Athens,4244,1,4,2,0,7,1,6,14
PAOK Salonik,4244,2,3,2,1,11,4,7,11
Panionios,4244,3,1,1,4,4,10,-6,4
P'thinaikos,4244,4,1,1,4,4,11,-7,4
AEK Athens,4245,1,4,2,0,7,1,6,14
PAOK Salonik,4245,2,2,3,1,10,5,5,9
P'thinaikos,4245,3,1,2,3,5,10,-5,5
Panionios,4245,4,1,1,4,4,10,-6,4
AEK Athens,4246,1,4,2,0,7,1,6,14
PAOK Salonik,4246,2,3,2,1,11,4,7,11
Panionios,4246,3,1,1,4,4,10,-6,4
P'thinaikos,4246,4,1,1,4,4,11,-7,4
AEK Athens,4247,1,4,2,0,7,1,6,14
PAOK Salonik,4247,2,2,3,1,9,4,5,9
P'thinaikos,4247,3,1,2,3,4,9,-5,5
Panionios,4247,4,1,1,4,4,10,-6,4
AEK Athens,4248,1,4,2,0,7,1,6,14
PAOK Salonik,4248,2,3,2,1,11,5,6,11
P'thinaikos,4248,3,1,1,4,5,11,-6,4
Panionios,4248,4,1,1,4,4,10,-6,4
AEK Athens,4249,1,4,2,0,7,1,6,14
PAOK Salonik,4249,2,3,2,1,10,4,6,11
P'thinaikos,4249,3,1,1,4,4,10,-6,4
Panionios,4249,3,1,1,4,4,10,-6,4
AEK Athens,4250,1,4,2,0,7,1,6,14
PAOK Salonik,4250,2,2,2,2,10,6,4,8
P'thinaikos,4250,3,2,1,3,6,10,-4,7
Panionios,4250,4,1,1,4,4,10,-6,4
AEK Athens,4251,1,4,2,0,7,1,6,14
PAOK Salonik,4251,2,3,2,1,10,4,6,11
P'thinaikos,4251,3,1,1,4,4,10,-6,4
Panionios,4251,3,1,1,4,4,10,-6,4
AEK Athens,4252,1,4,2,0,7,1,6,14
PAOK Salonik,4252,2,3,2,1,11,4,7,11
Panionios,4252,3,1,1,4,4,10,-6,4
P'thinaikos,4252,4,1,1,4,4,11,-7,4
AEK Athens,4253,1,4,2,0,7,1,6,14
PAOK Salonik,4253,2,3,2,1,11,5,6,11
P'thinaikos,4253,3,1,1,4,5,11,-6,4
Panionios,4253,4,1,1,4,4,10,-6,4
AEK Athens,4254,1,4,2,0,7,1,6,14
PAOK Salonik,4254,2,2,3,1,10,5,5,9
P'thinaikos,4254,3,1,2,3,5,10,-5,5
Panionios,4254,4,1,1,4,4,10,-6,4
AEK Athens,4255,1,4,2,0,7,1,6,14
PAOK Salonik,4255,2,3,2,1,13,6,7,11
Panionios,4255,3,1,1,4,4,10,-6,4
P'thinaikos,4255,4,1,1,4,6,13,-7,4
AEK Athens,4256,1,4,2,0,7,1,6,14
PAOK Salonik,4256,2,3,2,1,10,4,6,11
P'thinaikos,4256,3,1,1,4,4,10,-6,4
Panionios,4256,3,1,1,4,4,10,-6,4
AEK Athens,4257,1,4,2,0,7,1,6,14
PAOK Salonik,4257,2,2,2,2,9,5,4,8
P'thinaikos,4257,3,2,1,3,5,9,-4,7
Panionios,4257,4,1,1,4,4,10,-6,4
AEK Athens,4258,1,4,2,0,7,1,6,14
PAOK Salonik,4258,2,2,3,1,10,5,5,9
P'thinaikos,4258,3,1,2,3,5,10,-5,5
Panionios,4258,4,1,1,4,4,10,-6,4
AEK Athens,4259,1,4,2,0,7,1,6,14
PAOK Salonik,4259,2,2,3,1,11,6,5,9
P'thinaikos,4259,3,1,2,3,6,11,-5,5
Panionios,4259,4,1,1,4,4,10,-6,4
AEK Athens,4260,1,4,2,0,7,1,6,14
PAOK Salonik,4260,2,3,2,1,10,4,6,11
P'thinaikos,4260,3,1,1,4,4,10,-6,4
Panionios,4260,3,1,1,4,4,10,-6,4
AEK Athens,4261,1,4,2,0,7,1,6,14
PAOK Salonik,4261,2,2,2,2,9,5,4,8
P'thinaikos,4261,3,2,1,3,5,9,-4,7
Panionios,4261,4,1,1,4,4,10,-6,4
AEK Athens,4262,1,4,2,0,7,1,6,14
PAOK Salonik,4262,2,3,2,1,11,5,6,11
P'thinaikos,4262,3,1,1,4,5,11,-6,4
Panionios,4262,4,1,1,4,4,10,-6,4
AEK Athens,4263,1,4,2,0,7,1,6,14
PAOK Salonik,4263,2,3,2,1,10,4,6,11
P'thinaikos,4263,3,1,1,4,4,10,-6,4
Panionios,4263,3,1,1,4,4,10,-6,4
AEK Athens,4264,1,4,2,0,7,1,6,14
PAOK Salonik,4264,2,3,2,1,11,5,6,11
P'thinaikos,4264,3,1,1,4,5,11,-6,4
Panionios,4264,4,1,1,4,4,10,-6,4
AEK Athens,4265,1,4,2,0,7,1,6,14
PAOK Salonik,4265,2,3,2,1,11,4,7,11
Panionios,4265,3,1,1,4,4,10,-6,4
P'thinaikos,4265,4,1,1,4,4,11,-7,4
AEK Athens,4266,1,4,2,0,7,1,6,14
PAOK Salonik,4266,2,3,2,1,10,4,6,11
P'thinaikos,4266,3,1,1,4,4,10,-6,4
Panionios,4266,3,1,1,4,4,10,-6,4
AEK Athens,4267,1,4,2,0,7,1,6,14
PAOK Salonik,4267,2,3,2,1,11,5,6,11
P'thinaikos,4267,3,1,1,4,5,11,-6,4
Panionios,4267,4,1,1,4,4,10,-6,4
AEK Athens,4268,1,4,2,0,7,1,6,14
PAOK Salonik,4268,2,2,2,2,9,7,2,8
P'thinaikos,4268,3,2,1,3,7,9,-2,7
Panionios,4268,4,1,1,4,4,10,-6,4
AEK Athens,4269,1,4,2,0,7,1,6,14
PAOK Salonik,4269,2,3,2,1,11,4,7,11
Panionios,4269,3,1,1,4,4,10,-6,4
P'thinaikos,4269,4,1,1,4,4,11,-7,4
AEK Athens,4270,1,4,2,0,7,1,6,14
PAOK Salonik,4270,2,3,2,1,11,5,6,11
P'thinaikos,4270,3,1,1,4,5,11,-6,4
Panionios,4270,4,1,1,4,4,10,-6,4
AEK Athens,4271,1,4,2,0,7,1,6,14
PAOK Salonik,4271,2,3,2,1,12,6,6,11
P'thinaikos,4271,3,1,1,4,6,12,-6,4
Panionios,4271,4,1,1,4,4,10,-6,4
AEK Athens,4272,1,4,2,0,7,1,6,14
PAOK Salonik,4272,2,3,2,1,10,4,6,11
P'thinaikos,4272,3,1,1,4,4,10,-6,4
Panionios,4272,3,1,1,4,4,10,-6,4
AEK Athens,4273,1,4,2,0,7,1,6,14
PAOK Salonik,4273,2,3,2,1,11,4,7,11
Panionios,4273,3,1,1,4,4,10,-6,4
P'thinaikos,4273,4,1,1,4,4,11,-7,4
AEK Athens,4274,1,4,2,0,7,1,6,14
PAOK Salonik,4274,2,2,2,2,10,7,3,8
P'thinaikos,4274,3,2,1,3,7,10,-3,7
Panionios,4274,4,1,1,4,4,10,-6,4
AEK Athens,4275,1,4,2,0,7,1,6,14
PAOK Salonik,4275,2,2,3,1,9,4,5,9
P'thinaikos,4275,3,1,2,3,4,9,-5,5
Panionios,4275,4,1,1,4,4,10,-6,4
AEK Athens,4276,1,4,2,0,7,1,6,14
PAOK Salonik,4276,2,2,2,2,11,7,4,8
P'thinaikos,4276,3,2,1,3,7,11,-4,7
Panionios,4276,4,1,1,4,4,10,-6,4
AEK Athens,4277,1,4,2,0,7,1,6,14
PAOK Salonik,4277,2,2,3,1,12,7,5,9
P'thinaikos,4277,3,1,2,3,7,12,-5,5
Panionios,4277,4,1,1,4,4,10,-6,4
AEK Athens,4278,1,4,2,0,7,1,6,14
PAOK Salonik,4278,2,3,2,1,10,4,6,11
P'thinaikos,4278,3,1,1,4,4,10,-6,4
Panionios,4278,3,1,1,4,4,10,-6,4
AEK Athens,4279,1,4,2,0,7,1,6,14
PAOK Salonik,4279,2,2,2,2,10,8,2,8
P'thinaikos,4279,3,2,1,3,8,10,-2,7
Panionios,4279,4,1,1,4,4,10,-6,4
AEK Athens,4280,1,4,2,0,7,1,6,14
PAOK Salonik,4280,2,2,3,1,10,5,5,9
P'thinaikos,4280,3,1,2,3,5,10,-5,5
Panionios,4280,4,1,1,4,4,10,-6,4
AEK Athens,4281,1,4,2,0,7,1,6,14
PAOK Salonik,4281,2,2,2,2,9,5,4,8
P'thinaikos,4281,3,2,1,3,5,9,-4,7
Panionios,4281,4,1,1,4,4,10,-6,4
AEK Athens,4282,1,4,2,0,7,1,6,14
PAOK Salonik,4282,2,2,3,1,9,4,5,9
P'thinaikos,4282,3,1,2,3,4,9,-5,5
Panionios,4282,4,1,1,4,4,10,-6,4
AEK Athens,4283,1,4,2,0,7,1,6,14
PAOK Salonik,4283,2,2,3,1,10,5,5,9
P'thinaikos,4283,3,1,2,3,5,10,-5,5
Panionios,4283,4,1,1,4,4,10,-6,4
AEK Athens,4284,1,4,2,0,7,1,6,14
PAOK Salonik,4284,2,2,2,2,11,7,4,8
P'thinaikos,4284,3,2,1,3,7,11,-4,7
Panionios,4284,4,1,1,4,4,10,-6,4
AEK Athens,4285,1,4,2,0,7,1,6,14
PAOK Salonik,4285,2,3,2,1,11,5,6,11
P'thinaikos,4285,3,1,1,4,5,11,-6,4
Panionios,4285,4,1,1,4,4,10,-6,4
AEK Athens,4286,1,4,2,0,7,1,6,14
PAOK Salonik,4286,2,3,2,1,12,5,7,11
Panionios,4286,3,1,1,4,4,10,-6,4
P'thinaikos,4286,4,1,1,4,5,12,-7,4
AEK Athens,4287,1,4,2,0,7,1,6,14
PAOK Salonik,4287,2,3,2,1,11,4,7,11
Panionios,4287,3,1,1,4,4,10,-6,4
P'thinaikos,4287,4,1,1,4,4,11,-7,4
AEK Athens,4288,1,4,2,0,7,1,6,14
PAOK Salonik,4288,2,2,3,1,11,6,5,9
P'thinaikos,4288,3,1,2,3,6,11,-5,5
Panionios,4288,4,1,1,4,4,10,-6,4
AEK Athens,4289,1,4,2,0,7,1,6,14
PAOK Salonik,4289,2,2,3,1,9,4,5,9
P'thinaikos,4289,3,1,2,3,4,9,-5,5
Panionios,4289,4,1,1,4,4,10,-6,4
AEK Athens,4290,1,4,2,0,7,1,6,14
PAOK Salonik,4290,2,2,2,2,9,6,3,8
P'thinaikos,4290,3,2,1,3,6,9,-3,7
Panionios,4290,4,1,1,4,4,10,-6,4
AEK Athens,4291,1,4,2,0,7,1,6,14
PAOK Salonik,4291,2,2,2,2,10,8,2,8
P'thinaikos,4291,3,2,1,3,8,10,-2,7
Panionios,4291,4,1,1,4,4,10,-6,4
AEK Athens,4292,1,4,2,0,7,1,6,14
PAOK Salonik,4292,2,3,2,1,10,4,6,11
P'thinaikos,4292,3,1,1,4,4,10,-6,4
Panionios,4292,3,1,1,4,4,10,-6,4
AEK Athens,4293,1,4,2,0,7,1,6,14
PAOK Salonik,4293,2,2,2,2,10,7,3,8
P'thinaikos,4293,3,2,1,3,7,10,-3,7
Panionios,4293,4,1,1,4,4,10,-6,4
AEK Athens,4294,1,4,2,0,7,1,6,14
PAOK Salonik,4294,2,3,2,1,11,5,6,11
P'thinaikos,4294,3,1,1,4,5,11,-6,4
Panionios,4294,4,1,1,4,4,10,-6,4
AEK Athens,4295,1,4,2,0,7,1,6,14
PAOK Salonik,4295,2,3,2,1,12,6,6,11
P'thinaikos,4295,3,1,1,4,6,12,-6,4
Panionios,4295,4,1,1,4,4,10,-6,4
AEK Athens,4296,1,4,2,0,7,1,6,14
PAOK Salonik,4296,2,3,2,1,12,6,6,11
P'thinaikos,4296,3,1,1,4,6,12,-6,4
Panionios,4296,4,1,1,4,4,10,-6,4
AEK Athens,4297,1,4,2,0,7,1,6,14
PAOK Salonik,4297,2,3,2,1,11,5,6,11
P'thinaikos,4297,3,1,1,4,5,11,-6,4
Panionios,4297,4,1,1,4,4,10,-6,4
AEK Athens,4298,1,4,2,0,7,1,6,14
PAOK Salonik,4298,2,2,2,2,11,8,3,8
P'thinaikos,4298,3,2,1,3,8,11,-3,7
Panionios,4298,4,1,1,4,4,10,-6,4
AEK Athens,4299,1,4,2,0,7,1,6,14
PAOK Salonik,4299,2,2,2,2,9,5,4,8
P'thinaikos,4299,3,2,1,3,5,9,-4,7
Panionios,4299,4,1,1,4,4,10,-6,4
AEK Athens,4300,1,4,2,0,7,1,6,14
PAOK Salonik,4300,2,3,2,1,12,6,6,11
P'thinaikos,4300,3,1,1,4,6,12,-6,4
Panionios,4300,4,1,1,4,4,10,-6,4
AEK Athens,4301,1,4,2,0,7,1,6,14
PAOK Salonik,4301,2,3,2,1,11,4,7,11
Panionios,4301,3,1,1,4,4,10,-6,4
P'thinaikos,4301,4,1,1,4,4,11,-7,4
AEK Athens,4302,1,4,2,0,7,1,6,14
PAOK Salonik,4302,2,2,2,2,10,6,4,8
P'thinaikos,4302,3,2,1,3,6,10,-4,7
Panionios,4302,4,1,1,4,4,10,-6,4
AEK Athens,4303,1,4,2,0,7,1,6,14
PAOK Salonik,4303,2,2,2,2,10,6,4,8
P'thinaikos,4303,3,2,1,3,6,10,-4,7
Panionios,4303,4,1,1,4,4,10,-6,4
AEK Athens,4304,1,4,2,0,7,1,6,14
PAOK Salonik,4304,2,2,3,1,9,4,5,9
P'thinaikos,4304,3,1,2,3,4,9,-5,5
Panionios,4304,4,1,1,4,4,10,-6,4
AEK Athens,4305,1,4,2,0,7,1,6,14
PAOK Salonik,4305,2,2,2,2,11,7,4,8
P'thinaikos,4305,3,2,1,3,7,11,-4,7
Panionios,4305,4,1,1,4,4,10,-6,4
AEK Athens,4306,1,4,2,0,7,1,6,14
PAOK Salonik,4306,2,2,2,2,9,5,4,8
P'thinaikos,4306,3,2,1,3,5,9,-4,7
Panionios,4306,4,1,1,4,4,10,-6,4
AEK Athens,4307,1,4,2,0,7,1,6,14
PAOK Salonik,4307,2,3,2,1,10,4,6,11
P'thinaikos,4307,3,1,1,4,4,10,-6,4
Panionios,4307,3,1,1,4,4,10,-6,4
AEK Athens,4308,1,4,2,0,7,1,6,14
PAOK Salonik,4308,2,3,2,1,11,4,7,11
Panionios,4308,3,1,1,4,4,10,-6,4
P'thinaikos,4308,4,1,1,4,4,11,-7,4
AEK Athens,4309,1,4,2,0,7,1,6,14
PAOK Salonik,4309,2,2,2,2,10,8,2,8
P'thinaikos,4309,3,2,1,3,8,10,-2,7
Panionios,4309,4,1,1,4,4,10,-6,4
AEK Athens,4310,1,4,2,0,7,1,6,14
PAOK Salonik,4310,2,2,2,2,9,5,4,8
P'thinaikos,4310,3,2,1,3,5,9,-4,7
Panionios,4310,4,1,1,4,4,10,-6,4
AEK Athens,4311,1,4,2,0,7,1,6,14
PAOK Salonik,4311,2,2,2,2,9,5,4,8
P'thinaikos,4311,3,2,1,3,5,9,-4,7
Panionios,4311,4,1,1,4,4,10,-6,4
AEK Athens,4312,1,4,2,0,7,1,6,14
PAOK Salonik,4312,2,2,2,2,9,6,3,8
P'thinaikos,4312,3,2,1,3,6,9,-3,7
Panionios,4312,4,1,1,4,4,10,-6,4
AEK Athens,4313,1,4,2,0,7,1,6,14
PAOK Salonik,4313,2,3,2,1,12,5,7,11
Panionios,4313,3,1,1,4,4,10,-6,4
P'thinaikos,4313,4,1,1,4,5,12,-7,4
AEK Athens,4314,1,4,2,0,7,1,6,14
PAOK Salonik,4314,2,3,2,1,12,6,6,11
P'thinaikos,4314,3,1,1,4,6,12,-6,4
Panionios,4314,4,1,1,4,4,10,-6,4
AEK Athens,4315,1,4,2,0,7,1,6,14
PAOK Salonik,4315,2,3,2,1,11,4,7,11
Panionios,4315,3,1,1,4,4,10,-6,4
P'thinaikos,4315,4,1,1,4,4,11,-7,4
AEK Athens,4316,1,4,2,0,7,1,6,14
PAOK Salonik,4316,2,2,3,1,9,4,5,9
P'thinaikos,4316,3,1,2,3,4,9,-5,5
Panionios,4316,4,1,1,4,4,10,-6,4
AEK Athens,4317,1,4,2,0,7,1,6,14
PAOK Salonik,4317,2,3,2,1,10,4,6,11
P'thinaikos,4317,3,1,1,4,4,10,-6,4
Panionios,4317,3,1,1,4,4,10,-6,4
AEK Athens,4318,1,4,2,0,7,1,6,14
PAOK Salonik,4318,2,2,3,1,11,6,5,9
P'thinaikos,4318,3,1,2,3,6,11,-5,5
Panionios,4318,4,1,1,4,4,10,-6,4
AEK Athens,4319,1,4,2,0,7,1,6,14
PAOK Salonik,4319,2,2,2,2,9,6,3,8
P'thinaikos,4319,3,2,1,3,6,9,-3,7
Panionios,4319,4,1,1,4,4,10,-6,4
AEK Athens,4320,1,4,2,0,7,1,6,14
PAOK Salonik,4320,2,3,2,1,10,4,6,11
P'thinaikos,4320,3,1,1,4,4,10,-6,4
Panionios,4320,3,1,1,4,4,10,-6,4
AEK Athens,4321,1,4,2,0,7,1,6,14
PAOK Salonik,4321,2,2,2,2,10,7,3,8
P'thinaikos,4321,3,2,1,3,7,10,-3,7
Panionios,4321,4,1,1,4,4,10,-6,4
AEK Athens,4322,1,4,2,0,7,1,6,14
PAOK Salonik,4322,2,2,3,1,11,6,5,9
P'thinaikos,4322,3,1,2,3,6,11,-5,5
Panionios,4322,4,1,1,4,4,10,-6,4
AEK Athens,4323,1,4,2,0,7,1,6,14
PAOK Salonik,4323,2,2,3,1,11,6,5,9
P'thinaikos,4323,3,1,2,3,6,11,-5,5
Panionios,4323,4,1,1,4,4,10,-6,4
AEK Athens,4324,1,4,2,0,7,1,6,14
PAOK Salonik,4324,2,3,2,1,12,6,6,11
P'thinaikos,4324,3,1,1,4,6,12,-6,4
Panionios,4324,4,1,1,4,4,10,-6,4
AEK Athens,4325,1,4,2,0,7,1,6,14
PAOK Salonik,4325,2,2,2,2,11,8,3,8
P'thinaikos,4325,3,2,1,3,8,11,-3,7
Panionios,4325,4,1,1,4,4,10,-6,4
AEK Athens,4326,1,4,2,0,7,1,6,14
PAOK Salonik,4326,2,3,2,1,11,4,7,11
Panionios,4326,3,1,1,4,4,10,-6,4
P'thinaikos,4326,4,1,1,4,4,11,-7,4
AEK Athens,4327,1,4,2,0,7,1,6,14
PAOK Salonik,4327,2,2,2,2,9,8,1,8
P'thinaikos,4327,3,2,1,3,8,9,-1,7
Panionios,4327,4,1,1,4,4,10,-6,4
AEK Athens,4328,1,4,2,0,7,1,6,14
PAOK Salonik,4328,2,2,2,2,9,5,4,8
P'thinaikos,4328,3,2,1,3,5,9,-4,7
Panionios,4328,4,1,1,4,4,10,-6,4
AEK Athens,4329,1,4,2,0,7,1,6,14
PAOK Salonik,4329,2,2,2,2,9,6,3,8
P'thinaikos,4329,3,2,1,3,6,9,-3,7
Panionios,4329,4,1,1,4,4,10,-6,4
AEK Athens,4330,1,4,2,0,7,1,6,14
PAOK Salonik,4330,2,3,2,1,11,5,6,11
P'thinaikos,4330,3,1,1,4,5,11,-6,4
Panionios,4330,4,1,1,4,4,10,-6,4
AEK Athens,4331,1,4,2,0,7,1,6,14
PAOK Salonik,4331,2,3,2,1,10,4,6,11
P'thinaikos,4331,3,1,1,4,4,10,-6,4
Panionios,4331,3,1,1,4,4,10,-6,4
AEK Athens,4332,1,4,2,0,7,1,6,14
PAOK Salonik,4332,2,2,2,2,10,6,4,8
P'thinaikos,4332,3,2,1,3,6,10,-4,7
Panionios,4332,4,1,1,4,4,10,-6,4
AEK Athens,4333,1,4,2,0,7,1,6,14
PAOK Salonik,4333,2,3,2,1,11,4,7,11
Panionios,4333,3,1,1,4,4,10,-6,4
P'thinaikos,4333,4,1,1,4,4,11,-7,4
AEK Athens,4334,1,4,2,0,7,1,6,14
PAOK Salonik,4334,2,3,2,1,10,4,6,11
P'thinaikos,4334,3,1,1,4,4,10,-6,4
Panionios,4334,3,1,1,4,4,10,-6,4
AEK Athens,4335,1,4,2,0,7,1,6,14
PAOK Salonik,4335,2,2,3,1,10,5,5,9
P'thinaikos,4335,3,1,2,3,5,10,-5,5
Panionios,4335,4,1,1,4,4,10,-6,4
AEK Athens,4336,1,4,2,0,7,1,6,14
PAOK Salonik,4336,2,2,3,1,10,5,5,9
P'thinaikos,4336,3,1,2,3,5,10,-5,5
Panionios,4336,4,1,1,4,4,10,-6,4
AEK Athens,4337,1,4,2,0,7,1,6,14
PAOK Salonik,4337,2,2,3,1,9,4,5,9
P'thinaikos,4337,3,1,2,3,4,9,-5,5
Panionios,4337,4,1,1,4,4,10,-6,4
AEK Athens,4338,1,4,2,0,7,1,6,14
PAOK Salonik,4338,2,3,2,1,10,4,6,11
P'thinaikos,4338,3,1,1,4,4,10,-6,4
Panionios,4338,3,1,1,4,4,10,-6,4
AEK Athens,4339,1,4,2,0,7,1,6,14
PAOK Salonik,4339,2,2,3,1,9,4,5,9
P'thinaikos,4339,3,1,2,3,4,9,-5,5
Panionios,4339,4,1,1,4,4,10,-6,4
AEK Athens,4340,1,4,2,0,7,1,6,14
PAOK Salonik,4340,2,2,2,2,11,8,3,8
P'thinaikos,4340,3,2,1,3,8,11,-3,7
Panionios,4340,4,1,1,4,4,10,-6,4
AEK Athens,4341,1,4,2,0,7,1,6,14
PAOK Salonik,4341,2,3,2,1,12,5,7,11
Panionios,4341,3,1,1,4,4,10,-6,4
P'thinaikos,4341,4,1,1,4,5,12,-7,4
AEK Athens,4342,1,4,2,0,7,1,6,14
PAOK Salonik,4342,2,2,2,2,9,6,3,8
P'thinaikos,4342,3,2,1,3,6,9,-3,7
Panionios,4342,4,1,1,4,4,10,-6,4
AEK Athens,4343,1,4,2,0,7,1,6,14
PAOK Salonik,4343,2,2,2,2,9,5,4,8
P'thinaikos,4343,3,2,1,3,5,9,-4,7
Panionios,4343,4,1,1,4,4,10,-6,4
AEK Athens,4344,1,4,2,0,7,1,6,14
PAOK Salonik,4344,2,2,3,1,11,6,5,9
P'thinaikos,4344,3,1,2,3,6,11,-5,5
Panionios,4344,4,1,1,4,4,10,-6,4
AEK Athens,4345,1,4,2,0,7,1,6,14
PAOK Salonik,4345,2,2,3,1,10,5,5,9
P'thinaikos,4345,3,1,2,3,5,10,-5,5
Panionios,4345,4,1,1,4,4,10,-6,4
AEK Athens,4346,1,4,2,0,7,1,6,14
PAOK Salonik,4346,2,2,3,1,10,5,5,9
P'thinaikos,4346,3,1,2,3,5,10,-5,5
Panionios,4346,4,1,1,4,4,10,-6,4
AEK Athens,4347,1,4,2,0,7,1,6,14
PAOK Salonik,4347,2,2,2,2,10,6,4,8
P'thinaikos,4347,3,2,1,3,6,10,-4,7
Panionios,4347,4,1,1,4,4,10,-6,4
AEK Athens,4348,1,4,2,0,7,1,6,14
PAOK Salonik,4348,2,2,3,1,11,6,5,9
P'thinaikos,4348,3,1,2,3,6,11,-5,5
Panionios,4348,4,1,1,4,4,10,-6,4
AEK Athens,4349,1,4,2,0,7,1,6,14
PAOK Salonik,4349,2,2,2,2,10,7,3,8
P'thinaikos,4349,3,2,1,3,7,10,-3,7
Panionios,4349,4,1,1,4,4,10,-6,4
AEK Athens,4350,1,4,2,0,7,1,6,14
PAOK Salonik,4350,2,2,2,2,9,8,1,8
P'thinaikos,4350,3,2,1,3,8,9,-1,7
Panionios,4350,4,1,1,4,4,10,-6,4
AEK Athens,4351,1,4,2,0,7,1,6,14
PAOK Salonik,4351,2,3,2,1,12,4,8,11
Panionios,4351,3,1,1,4,4,10,-6,4
P'thinaikos,4351,4,1,1,4,4,12,-8,4
AEK Athens,4352,1,4,2,0,7,1,6,14
PAOK Salonik,4352,2,3,2,1,10,4,6,11
P'thinaikos,4352,3,1,1,4,4,10,-6,4
Panionios,4352,3,1,1,4,4,10,-6,4
AEK Athens,4353,1,4,2,0,7,1,6,14
PAOK Salonik,4353,2,2,3,1,9,4,5,9
P'thinaikos,4353,3,1,2,3,4,9,-5,5
Panionios,4353,4,1,1,4,4,10,-6,4
AEK Athens,4354,1,4,2,0,7,1,6,14
PAOK Salonik,4354,2,3,2,1,10,4,6,11
P'thinaikos,4354,3,1,1,4,4,10,-6,4
Panionios,4354,3,1,1,4,4,10,-6,4
AEK Athens,4355,1,4,2,0,7,1,6,14
PAOK Salonik,4355,2,3,2,1,10,4,6,11
P'thinaikos,4355,3,1,1,4,4,10,-6,4
Panionios,4355,3,1,1,4,4,10,-6,4
AEK Athens,4356,1,4,2,0,7,1,6,14
PAOK Salonik,4356,2,3,2,1,12,6,6,11
P'thinaikos,4356,3,1,1,4,6,12,-6,4
Panionios,4356,4,1,1,4,4,10,-6,4
AEK Athens,4357,1,4,2,0,7,1,6,14
PAOK Salonik,4357,2,2,2,2,9,6,3,8
P'thinaikos,4357,3,2,1,3,6,9,-3,7
Panionios,4357,4,1,1,4,4,10,-6,4
AEK Athens,4358,1,4,2,0,7,1,6,14
PAOK Salonik,4358,2,3,2,1,11,5,6,11
P'thinaikos,4358,3,1,1,4,5,11,-6,4
Panionios,4358,4,1,1,4,4,10,-6,4
AEK Athens,4359,1,4,2,0,7,1,6,14
PAOK Salonik,4359,2,3,2,1,11,5,6,11
