team,n,rank,w,d,l,gf,ga,gd,pts
FC Salzburg,5024,1,22,9,5,73,26,47,75
Vienna,5024,2,21,4,11,66,46,20,67
SC Rheindorf,5024,3,17,9,10,51,42,9,60
SK Sturm Gra,5024,4,14,9,13,50,43,7,51
Rapid Vienna,5024,5,11,13,12,47,37,10,46
RZ Pellets W,5024,6,12,10,14,44,50,-6,46
Admira Wacke,5024,7,11,11,14,31,48,-17,44
SV Josko Rie,5024,8,11,4,21,36,61,-25,37
St. Pölten,5024,9,9,9,18,40,62,-22,36
Mattersburg,5024,10,9,8,19,33,56,-23,35
SC Rheindorf,5025,1,22,7,7,55,35,20,73
FC Salzburg,5025,2,21,7,8,63,27,36,70
SK Sturm Gra,5025,3,19,6,11,60,36,24,63
Vienna,5025,4,18,5,13,60,43,17,59
Admira Wacke,5025,5,14,6,16,39,55,-16,48
Rapid Vienna,5025,6,12,10,14,50,44,6,46
St. Pölten,5025,7,13,7,16,40,58,-18,46
RZ Pellets W,5025,8,11,7,18,40,56,-16,40
Mattersburg,5025,9,10,7,19,35,56,-21,37
SV Josko Rie,5025,10,6,6,24,24,56,-32,24
SC Rheindorf,5026,1,19,9,8,52,35,17,66
FC Salzburg,5026,2,19,8,9,65,31,34,65
Vienna,5026,3,19,6,11,66,52,14,63
SK Sturm Gra,5026,4,16,9,11,55,39,16,57
Admira Wacke,5026,5,13,8,15,35,50,-15,47
RZ Pellets W,5026,6,13,7,16,40,49,-9,46
St. Pölten,5026,7,12,10,14,40,53,-13,46
Rapid Vienna,5026,8,11,10,15,47,42,5,43
Mattersburg,5026,9,9,10,17,31,50,-19,37
SV Josko Rie,5026,10,7,7,22,24,54,-30,28
FC Salzburg,5027,1,24,6,6,71,23,48,78
Vienna,5027,2,22,3,11,65,45,20,69
SC Rheindorf,5027,3,20,6,10,55,42,13,66
Admira Wacke,5027,4,14,7,15,42,54,-12,49
Rapid Vienna,5027,5,12,12,12,51,40,11,48
SK Sturm Gra,5027,6,14,6,16,53,50,3,48
St. Pölten,5027,7,11,11,14,43,54,-11,44
RZ Pellets W,5027,8,10,8,18,44,63,-19,38
SV Josko Rie,5027,9,9,6,21,30,59,-29,33
Mattersburg,5027,10,8,7,21,32,56,-24,31
SC Rheindorf,5028,1,22,5,9,62,46,16,71
FC Salzburg,5028,2,21,7,8,71,37,34,70
Vienna,5028,3,19,5,12,64,54,10,62
SK Sturm Gra,5028,4,16,8,12,54,38,16,56
Admira Wacke,5028,5,12,9,15,42,54,-12,45
Rapid Vienna,5028,6,10,13,13,50,48,2,43
St. Pölten,5028,7,10,12,14,47,57,-10,42
RZ Pellets W,5028,8,12,6,18,49,64,-15,42
Mattersburg,5028,9,9,8,19,36,52,-16,35
SV Josko Rie,5028,10,8,9,19,36,61,-25,33
FC Salzburg,5029,1,23,7,6,72,31,41,76
SK Sturm Gra,5029,2,21,6,9,61,38,23,69
Vienna,5029,3,21,3,12,68,56,12,66
SC Rheindorf,5029,4,20,5,11,59,45,14,65
Rapid Vienna,5029,5,11,13,12,50,42,8,46
RZ Pellets W,5029,6,12,7,17,44,53,-9,43
Admira Wacke,5029,7,12,6,18,32,58,-26,42
Mattersburg,5029,8,10,7,19,36,51,-15,37
St. Pölten,5029,9,9,8,19,44,61,-17,35
SV Josko Rie,5029,10,8,4,24,31,62,-31,28
FC Salzburg,5030,1,21,6,9,72,39,33,69
SK Sturm Gra,5030,2,19,6,11,61,37,24,63
SC Rheindorf,5030,3,18,6,12,51,49,2,60
Vienna,5030,4,18,4,14,59,48,11,58
Rapid Vienna,5030,5,14,13,9,53,38,15,55
RZ Pellets W,5030,6,15,6,15,53,59,-6,51
Admira Wacke,5030,7,13,9,14,40,51,-11,48
St. Pölten,5030,8,9,9,18,42,65,-23,36
SV Josko Rie,5030,9,11,2,23,37,58,-21,35
Mattersburg,5030,10,7,9,20,33,57,-24,30
Vienna,5031,1,21,4,11,70,55,15,67
SC Rheindorf,5031,2,19,9,8,58,40,18,66
SK Sturm Gra,5031,3,19,5,12,61,39,22,62
FC Salzburg,5031,4,17,8,11,59,38,21,59
Rapid Vienna,5031,5,13,13,10,49,38,11,52
Admira Wacke,5031,6,13,5,18,33,56,-23,44
St. Pölten,5031,7,10,13,13,43,61,-18,43
RZ Pellets W,5031,8,11,7,18,55,57,-2,40
SV Josko Rie,5031,9,9,7,20,30,54,-24,34
Mattersburg,5031,10,8,9,19,38,58,-20,33
FC Salzburg,5032,1,22,6,8,70,31,39,72
SC Rheindorf,5032,2,22,4,10,64,41,23,70
Vienna,5032,3,21,4,11,72,51,21,67
SK Sturm Gra,5032,4,18,8,10,61,42,19,62
Rapid Vienna,5032,5,16,10,10,57,37,20,58
Mattersburg,5032,6,11,8,17,40,50,-10,41
St. Pölten,5032,7,10,7,19,41,61,-20,37
Admira Wacke,5032,8,10,7,19,31,64,-33,37
RZ Pellets W,5032,9,10,6,20,43,64,-21,36
SV Josko Rie,5032,10,8,4,24,30,68,-38,28
FC Salzburg,5033,1,24,6,6,76,26,50,78
SC Rheindorf,5033,2,20,10,6,61,39,22,70
Vienna,5033,3,18,7,11,62,47,15,61
SK Sturm Gra,5033,4,16,9,11,63,42,21,57
RZ Pellets W,5033,5,13,7,16,52,63,-11,46
Rapid Vienna,5033,6,11,10,15,49,46,3,43
St. Pölten,5033,7,11,10,15,44,58,-14,43
Admira Wacke,5033,8,10,8,18,33,61,-28,38
SV Josko Rie,5033,9,9,5,22,34,69,-35,32
Mattersburg,5033,10,7,10,19,35,58,-23,31
FC Salzburg,5034,1,23,7,6,74,23,51,76
SC Rheindorf,5034,2,19,7,10,52,46,6,64
SK Sturm Gra,5034,3,16,7,13,52,43,9,55
Vienna,5034,4,16,5,15,55,56,-1,53
St. Pölten,5034,5,13,11,12,49,52,-3,50
Rapid Vienna,5034,6,13,10,13,51,37,14,49
RZ Pellets W,5034,7,13,9,14,50,50,0,48
Admira Wacke,5034,8,12,7,17,37,63,-26,43
Mattersburg,5034,9,11,8,17,38,50,-12,41
SV Josko Rie,5034,10,6,5,25,28,66,-38,23
Vienna,5035,1,23,3,10,66,45,21,72
SC Rheindorf,5035,2,21,8,7,54,36,18,71
FC Salzburg,5035,3,20,8,8,66,29,37,68
SK Sturm Gra,5035,4,16,7,13,49,39,10,55
Admira Wacke,5035,5,12,11,13,33,47,-14,47
Rapid Vienna,5035,6,11,12,13,51,40,11,45
RZ Pellets W,5035,7,11,6,19,46,60,-14,39
Mattersburg,5035,8,10,8,18,41,54,-13,38
St. Pölten,5035,9,10,8,18,37,64,-27,38
SV Josko Rie,5035,10,8,5,23,27,56,-29,29
FC Salzburg,5036,1,20,8,8,62,31,31,68
SC Rheindorf,5036,2,19,8,9,53,41,12,65
Vienna,5036,3,19,6,11,72,57,15,63
SK Sturm Gra,5036,4,16,8,12,53,38,15,56
Rapid Vienna,5036,5,14,12,10,57,42,15,54
Admira Wacke,5036,6,11,8,17,36,54,-18,41
RZ Pellets W,5036,7,11,7,18,48,63,-15,40
SV Josko Rie,5036,8,11,6,19,36,55,-19,39
St. Pölten,5036,9,8,13,15,37,54,-17,37
Mattersburg,5036,10,9,8,19,39,58,-19,35
FC Salzburg,5037,1,19,10,7,63,35,28,67
SC Rheindorf,5037,2,19,8,9,60,45,15,65
SK Sturm Gra,5037,3,17,7,12,61,42,19,58
Vienna,5037,4,17,5,14,65,52,13,56
RZ Pellets W,5037,5,15,7,14,49,50,-1,52
Admira Wacke,5037,6,15,5,16,41,51,-10,50
Rapid Vienna,5037,7,13,10,13,52,41,11,49
St. Pölten,5037,8,12,8,16,49,65,-16,44
SV Josko Rie,5037,9,10,4,22,33,60,-27,34
Mattersburg,5037,10,6,10,20,32,64,-32,28
FC Salzburg,5038,1,21,7,8,71,31,40,70
SK Sturm Gra,5038,2,21,5,10,61,34,27,68
Vienna,5038,3,21,4,11,72,49,23,67
SC Rheindorf,5038,4,17,6,13,52,44,8,57
Rapid Vienna,5038,5,12,12,12,51,42,9,48
St. Pölten,5038,6,11,9,16,44,60,-16,42
RZ Pellets W,5038,7,11,8,17,38,55,-17,41
SV Josko Rie,5038,8,12,5,19,32,61,-29,41
Admira Wacke,5038,9,10,9,17,34,56,-22,39
Mattersburg,5038,10,7,9,20,35,58,-23,30
FC Salzburg,5039,1,20,7,9,66,35,31,67
Vienna,5039,2,19,5,12,65,54,11,62
SK Sturm Gra,5039,3,18,7,11,56,39,17,61
SC Rheindorf,5039,4,14,11,11,46,44,2,53
Rapid Vienna,5039,5,12,13,11,52,41,11,49
Admira Wacke,5039,6,12,12,12,42,50,-8,48
RZ Pellets W,5039,7,13,7,16,47,56,-9,46
SV Josko Rie,5039,8,11,6,19,42,60,-18,39
Mattersburg,5039,9,9,10,17,39,53,-14,37
St. Pölten,5039,10,8,10,18,43,66,-23,34
FC Salzburg,5040,1,23,7,6,76,27,49,76
Vienna,5040,2,23,2,11,75,49,26,71
SC Rheindorf,5040,3,20,6,10,61,46,15,66
SK Sturm Gra,5040,4,18,6,12,60,43,17,60
Rapid Vienna,5040,5,11,12,13,48,43,5,45
RZ Pellets W,5040,6,12,7,17,41,57,-16,43
St. Pölten,5040,7,11,8,17,41,62,-21,41
Admira Wacke,5040,8,11,8,17,41,64,-23,41
SV Josko Rie,5040,9,10,3,23,34,62,-28,33
Mattersburg,5040,10,8,7,21,33,57,-24,31
FC Salzburg,5041,1,20,7,9,72,33,39,67
SK Sturm Gra,5041,2,19,7,10,57,35,22,64
SC Rheindorf,5041,3,18,8,10,54,42,12,62
Admira Wacke,5041,4,16,6,14,41,51,-10,54
Rapid Vienna,5041,5,14,10,12,44,37,7,52
Vienna,5041,6,15,6,15,58,54,4,51
RZ Pellets W,5041,7,12,9,15,46,54,-8,45
St. Pölten,5041,8,12,7,17,47,57,-10,43
Mattersburg,5041,9,10,7,19,35,57,-22,37
SV Josko Rie,5041,10,8,5,23,28,62,-34,29
FC Salzburg,5042,1,20,11,5,63,25,38,71
SC Rheindorf,5042,2,20,8,8,64,40,24,68
SK Sturm Gra,5042,3,19,6,11,59,36,23,63
Vienna,5042,4,19,5,12,61,49,12,62
Rapid Vienna,5042,5,13,12,11,58,42,16,51
St. Pölten,5042,6,12,8,16,44,61,-17,44
RZ Pellets W,5042,7,11,8,17,45,57,-12,41
Admira Wacke,5042,8,8,12,16,29,59,-30,36
SV Josko Rie,5042,9,9,5,22,25,52,-27,32
Mattersburg,5042,10,7,9,20,35,62,-27,30
FC Salzburg,5043,1,22,6,8,66,30,36,72
SK Sturm Gra,5043,2,20,5,11,63,38,25,65
SC Rheindorf,5043,3,18,8,10,53,43,10,62
Vienna,5043,4,19,4,13,66,49,17,61
Rapid Vienna,5043,5,10,15,11,55,48,7,45
RZ Pellets W,5043,6,12,7,17,47,59,-12,43
Admira Wacke,5043,7,12,7,17,35,54,-19,43
St. Pölten,5043,8,10,9,17,44,63,-19,39
SV Josko Rie,5043,9,11,6,19,36,58,-22,39
Mattersburg,5043,10,8,9,19,37,60,-23,33
FC Salzburg,5044,1,25,6,5,76,23,53,81
Vienna,5044,2,22,3,11,63,47,16,69
SC Rheindorf,5044,3,20,6,10,60,44,16,66
SK Sturm Gra,5044,4,19,6,11,63,41,22,63
Rapid Vienna,5044,5,13,12,11,53,40,13,51
RZ Pellets W,5044,6,14,5,17,46,52,-6,47
St. Pölten,5044,7,10,8,18,43,60,-17,38
Mattersburg,5044,8,9,6,21,34,58,-24,33
Admira Wacke,5044,9,9,5,22,27,67,-40,32
SV Josko Rie,5044,10,7,7,22,28,61,-33,28
FC Salzburg,5045,1,23,4,9,68,32,36,73
SK Sturm Gra,5045,2,21,5,10,56,33,23,68
SC Rheindorf,5045,3,19,9,8,52,39,13,66
Vienna,5045,4,20,4,12,65,50,15,64
Rapid Vienna,5045,5,12,10,14,49,42,7,46
St. Pölten,5045,6,12,8,16,41,56,-15,44
RZ Pellets W,5045,7,12,7,17,47,59,-12,43
Admira Wacke,5045,8,12,5,19,36,55,-19,41
Mattersburg,5045,9,8,8,20,38,56,-18,32
SV Josko Rie,5045,10,9,4,23,33,63,-30,31
FC Salzburg,5046,1,25,4,7,78,31,47,79
SC Rheindorf,5046,2,20,6,10,55,44,11,66
SK Sturm Gra,5046,3,18,6,12,60,45,15,60
Vienna,5046,4,18,4,14,64,53,11,58
Rapid Vienna,5046,5,13,12,11,55,40,15,51
Admira Wacke,5046,6,13,6,17,40,57,-17,45
RZ Pellets W,5046,7,13,5,18,47,60,-13,44
St. Pölten,5046,8,11,8,17,44,61,-17,41
Mattersburg,5046,9,10,6,20,34,56,-22,36
SV Josko Rie,5046,10,9,3,24,30,60,-30,30
FC Salzburg,5047,1,22,4,10,64,31,33,70
SC Rheindorf,5047,2,22,4,10,60,40,20,70
Vienna,5047,3,20,4,12,64,47,17,64
SK Sturm Gra,5047,4,19,6,11,54,35,19,63
Rapid Vienna,5047,5,13,12,11,51,38,13,51
RZ Pellets W,5047,6,12,8,16,47,53,-6,44
Admira Wacke,5047,7,12,7,17,35,55,-20,43
Mattersburg,5047,8,10,7,19,37,53,-16,37
SV Josko Rie,5047,9,10,4,22,33,67,-34,34
St. Pölten,5047,10,8,8,20,39,65,-26,32
FC Salzburg,5048,1,23,8,5,71,21,50,77
Vienna,5048,2,19,5,12,65,51,14,62
SC Rheindorf,5048,3,18,8,10,57,50,7,62
SK Sturm Gra,5048,4,18,6,12,56,37,19,60
Rapid Vienna,5048,5,12,13,11,52,39,13,49
Admira Wacke,5048,6,12,9,15,38,56,-18,45
RZ Pellets W,5048,7,10,10,16,45,57,-12,40
St. Pölten,5048,8,9,11,16,42,62,-20,38
Mattersburg,5048,9,8,11,17,40,61,-21,35
SV Josko Rie,5048,10,7,7,22,28,60,-32,28
FC Salzburg,5049,1,22,9,5,79,27,52,75
SC Rheindorf,5049,2,19,8,9,56,40,16,65
Vienna,5049,3,19,7,10,66,48,18,64
Rapid Vienna,5049,4,15,11,10,56,38,18,56
SK Sturm Gra,5049,5,14,7,15,54,49,5,49
Admira Wacke,5049,6,14,5,17,40,59,-19,47
St. Pölten,5049,7,12,10,14,45,53,-8,46
RZ Pellets W,5049,8,12,6,18,45,64,-19,42
Mattersburg,5049,9,7,8,21,35,64,-29,29
SV Josko Rie,5049,10,8,5,23,29,63,-34,29
FC Salzburg,5050,1,24,6,6,73,28,45,78
SC Rheindorf,5050,2,21,5,10,60,41,19,68
SK Sturm Gra,5050,3,20,6,10,61,35,26,66
Vienna,5050,4,18,5,13,61,47,14,59
Rapid Vienna,5050,5,13,10,13,48,38,10,49
Admira Wacke,5050,6,12,7,17,33,56,-23,43
RZ Pellets W,5050,7,11,8,17,47,60,-13,41
St. Pölten,5050,8,10,10,16,39,60,-21,40
SV Josko Rie,5050,9,9,5,22,29,58,-29,32
Mattersburg,5050,10,6,10,20,31,59,-28,28
FC Salzburg,5051,1,23,6,7,70,29,41,75
SC Rheindorf,5051,2,20,6,10,58,46,12,66
Vienna,5051,3,19,4,13,66,52,14,61
SK Sturm Gra,5051,4,17,6,13,49,36,13,57
RZ Pellets W,5051,5,15,7,14,47,47,0,52
Rapid Vienna,5051,6,11,12,13,51,42,9,45
Admira Wacke,5051,7,13,4,19,32,56,-24,43
SV Josko Rie,5051,8,11,6,19,37,57,-20,39
St. Pölten,5051,9,9,10,17,43,63,-20,37
Mattersburg,5051,10,7,9,20,32,57,-25,30
FC Salzburg,5052,1,22,6,8,74,32,42,72
SC Rheindorf,5052,2,20,9,7,57,41,16,69
SK Sturm Gra,5052,3,17,6,13,57,43,14,57
Vienna,5052,4,16,4,16,66,62,4,52
RZ Pellets W,5052,5,14,6,16,41,49,-8,48
St. Pölten,5052,6,12,10,14,46,59,-13,46
Rapid Vienna,5052,7,11,12,13,52,49,3,45
Admira Wacke,5052,8,13,4,19,31,53,-22,43
SV Josko Rie,5052,9,11,7,18,35,56,-21,40
Mattersburg,5052,10,8,8,20,43,58,-15,32
FC Salzburg,5053,1,22,5,9,66,31,35,71
SC Rheindorf,5053,2,21,6,9,53,41,12,69
SK Sturm Gra,5053,3,17,7,12,57,38,19,58
Vienna,5053,4,18,4,14,64,58,6,58
Rapid Vienna,5053,5,16,9,11,59,36,23,57
Admira Wacke,5053,6,14,7,15,39,54,-15,49
St. Pölten,5053,7,10,12,14,51,70,-19,42
Mattersburg,5053,8,10,5,21,42,56,-14,35
SV Josko Rie,5053,9,10,5,21,29,52,-23,35
RZ Pellets W,5053,10,10,4,22,42,66,-24,34
FC Salzburg,5054,1,21,8,7,71,31,40,71
SC Rheindorf,5054,2,18,9,9,59,47,12,63
Vienna,5054,3,17,5,14,62,56,6,56
Rapid Vienna,5054,4,15,9,12,55,39,16,54
SK Sturm Gra,5054,5,15,9,12,55,44,11,54
RZ Pellets W,5054,6,13,7,16,48,59,-11,46
Admira Wacke,5054,7,12,9,15,40,55,-15,45
St. Pölten,5054,8,10,12,14,44,61,-17,42
Mattersburg,5054,9,8,10,18,36,54,-18,34
SV Josko Rie,5054,10,9,6,21,36,60,-24,33
FC Salzburg,5055,1,22,7,7,69,30,39,73
SC Rheindorf,5055,2,21,7,8,58,40,18,70
Vienna,5055,3,20,4,12,69,52,17,64
SK Sturm Gra,5055,4,18,5,13,54,42,12,59
RZ Pellets W,5055,5,13,7,16,48,56,-8,46
Admira Wacke,5055,6,13,6,17,36,51,-15,45
Rapid Vienna,5055,7,10,12,14,49,42,7,42
St. Pölten,5055,8,9,10,17,45,67,-22,37
SV Josko Rie,5055,9,10,5,21,37,60,-23,35
Mattersburg,5055,10,8,9,19,38,63,-25,33
FC Salzburg,5056,1,20,9,7,68,34,34,69
SC Rheindorf,5056,2,17,9,10,53,39,14,60
Vienna,5056,3,16,8,12,65,58,7,56
SK Sturm Gra,5056,4,15,7,14,48,37,11,52
St. Pölten,5056,5,14,9,13,44,53,-9,51
Rapid Vienna,5056,6,12,13,11,47,36,11,49
Admira Wacke,5056,7,13,7,16,36,52,-16,46
SV Josko Rie,5056,8,12,5,19,36,52,-16,41
RZ Pellets W,5056,9,11,7,18,42,56,-14,40
Mattersburg,5056,10,9,8,19,33,55,-22,35
FC Salzburg,5057,1,22,7,7,67,28,39,73
SC Rheindorf,5057,2,21,6,9,63,44,19,69
SK Sturm Gra,5057,3,18,7,11,55,38,17,61
Vienna,5057,4,16,7,13,65,60,5,55
Rapid Vienna,5057,5,15,9,12,58,37,21,54
RZ Pellets W,5057,6,13,8,15,52,57,-5,47
St. Pölten,5057,7,9,11,16,44,69,-25,38
Admira Wacke,5057,8,9,9,18,30,53,-23,36
SV Josko Rie,5057,9,10,5,21,33,59,-26,35
Mattersburg,5057,10,8,9,19,35,57,-22,33
FC Salzburg,5058,1,20,11,5,64,27,37,71
Vienna,5058,2,21,6,9,72,48,24,69
SK Sturm Gra,5058,3,20,6,10,60,40,20,66
SC Rheindorf,5058,4,18,7,11,59,48,11,61
Admira Wacke,5058,5,13,7,16,48,56,-8,46
Rapid Vienna,5058,6,11,12,13,53,43,10,45
St. Pölten,5058,7,10,11,15,51,66,-15,41
RZ Pellets W,5058,8,10,6,20,45,58,-13,36
SV Josko Rie,5058,9,11,2,23,31,69,-38,35
Mattersburg,5058,10,7,10,19,34,62,-28,31
FC Salzburg,5059,1,23,6,7,74,30,44,75
SC Rheindorf,5059,2,19,7,10,53,43,10,64
Vienna,5059,3,18,4,14,66,57,9,58
SK Sturm Gra,5059,4,17,6,13,51,40,11,57
St. Pölten,5059,5,14,10,12,53,58,-5,52
RZ Pellets W,5059,6,13,9,14,54,60,-6,48
Rapid Vienna,5059,7,11,12,13,57,44,13,45
SV Josko Rie,5059,8,11,4,21,28,54,-26,37
Admira Wacke,5059,9,10,7,19,31,58,-27,37
Mattersburg,5059,10,7,9,20,36,59,-23,30
FC Salzburg,5060,1,20,8,8,71,32,39,68
SC Rheindorf,5060,2,20,7,9,65,49,16,67
Vienna,5060,3,19,6,11,66,47,19,63
SK Sturm Gra,5060,4,19,4,13,58,48,10,61
RZ Pellets W,5060,5,14,7,15,50,53,-3,49
Admira Wacke,5060,6,13,9,14,38,49,-11,48
Rapid Vienna,5060,7,10,11,15,51,45,6,41
Mattersburg,5060,8,11,8,17,37,49,-12,41
St. Pölten,5060,9,8,10,18,39,67,-28,34
SV Josko Rie,5060,10,9,4,23,30,66,-36,31
FC Salzburg,5061,1,25,7,4,78,27,51,82
SC Rheindorf,5061,2,20,7,9,58,40,18,67
SK Sturm Gra,5061,3,20,4,12,63,42,21,64
Vienna,5061,4,20,3,13,70,53,17,63
Rapid Vienna,5061,5,13,10,13,54,42,12,49
RZ Pellets W,5061,6,14,6,16,47,57,-10,48
Admira Wacke,5061,7,11,6,19,33,56,-23,39
Mattersburg,5061,8,10,7,19,40,56,-16,37
SV Josko Rie,5061,9,8,6,22,27,58,-31,30
St. Pölten,5061,10,7,8,21,34,73,-39,29
FC Salzburg,5062,1,25,5,6,81,24,57,80
SC Rheindorf,5062,2,19,10,7,56,42,14,67
Vienna,5062,3,18,6,12,65,60,5,60
SK Sturm Gra,5062,4,15,9,12,51,43,8,54
Rapid Vienna,5062,5,13,11,12,53,41,12,50
RZ Pellets W,5062,6,14,7,15,50,53,-3,49
Admira Wacke,5062,7,11,6,19,41,62,-21,39
St. Pölten,5062,8,10,8,18,40,60,-20,38
Mattersburg,5062,9,8,10,18,32,52,-20,34
SV Josko Rie,5062,10,6,10,20,30,62,-32,28
FC Salzburg,5063,1,22,4,10,65,32,33,70
Vienna,5063,2,20,6,10,70,50,20,66
SC Rheindorf,5063,3,19,9,8,55,41,14,66
SK Sturm Gra,5063,4,17,3,16,52,41,11,54
Rapid Vienna,5063,5,14,10,12,59,45,14,52
RZ Pellets W,5063,6,15,7,14,48,47,1,52
Admira Wacke,5063,7,12,9,15,39,55,-16,45
St. Pölten,5063,8,10,11,15,44,63,-19,41
Mattersburg,5063,9,7,9,20,35,60,-25,30
SV Josko Rie,5063,10,7,6,23,33,66,-33,27
FC Salzburg,5064,1,21,8,7,70,30,40,71
SK Sturm Gra,5064,2,20,5,11,59,39,20,65
SC Rheindorf,5064,3,19,8,9,58,44,14,65
Vienna,5064,4,19,5,12,66,54,12,62
Admira Wacke,5064,5,15,8,13,47,52,-5,53
Rapid Vienna,5064,6,14,10,12,51,40,11,52
RZ Pellets W,5064,7,12,4,20,42,60,-18,40
St. Pölten,5064,8,9,7,20,42,72,-30,34
SV Josko Rie,5064,9,10,3,23,36,62,-26,33
Mattersburg,5064,10,8,8,20,36,54,-18,32
FC Salzburg,5065,1,21,8,7,69,31,38,71
Vienna,5065,2,20,4,12,69,49,20,64
SC Rheindorf,5065,3,18,9,9,55,40,15,63
SK Sturm Gra,5065,4,18,5,13,56,38,18,59
Admira Wacke,5065,5,14,6,16,38,56,-18,48
Rapid Vienna,5065,6,12,11,13,50,44,6,47
RZ Pellets W,5065,7,13,5,18,45,57,-12,44
St. Pölten,5065,7,12,8,16,45,57,-12,44
Mattersburg,5065,9,10,7,19,35,56,-21,37
SV Josko Rie,5065,10,9,3,24,29,63,-34,30
FC Salzburg,5066,1,22,7,7,73,31,42,73
SC Rheindorf,5066,2,20,8,8,62,44,18,68
Vienna,5066,3,20,4,12,67,55,12,64
Rapid Vienna,5066,4,14,9,13,55,46,9,51
SK Sturm Gra,5066,5,15,6,15,52,45,7,51
Admira Wacke,5066,6,14,6,16,38,52,-14,48
RZ Pellets W,5066,7,13,7,16,53,53,0,46
SV Josko Rie,5066,8,12,4,20,33,59,-26,40
Mattersburg,5066,9,8,9,19,39,59,-20,33
St. Pölten,5066,10,8,8,20,38,66,-28,32
FC Salzburg,5067,1,20,8,8,62,31,31,68
Vienna,5067,2,20,3,13,59,50,9,63
SC Rheindorf,5067,3,18,8,10,51,40,11,62
SK Sturm Gra,5067,4,16,6,14,47,42,5,54
Admira Wacke,5067,5,14,7,15,37,47,-10,49
Rapid Vienna,5067,6,12,11,13,53,40,13,47
Mattersburg,5067,7,12,9,15,46,48,-2,45
St. Pölten,5067,8,11,8,17,49,67,-18,41
SV Josko Rie,5067,9,11,6,19,36,54,-18,39
RZ Pellets W,5067,10,10,6,20,38,59,-21,36
FC Salzburg,5068,1,23,8,5,68,27,41,77
SK Sturm Gra,5068,2,21,3,12,63,39,24,66
Vienna,5068,3,17,6,13,62,52,10,57
SC Rheindorf,5068,4,16,8,12,54,49,5,56
Rapid Vienna,5068,5,12,13,11,55,40,15,49
RZ Pellets W,5068,6,13,9,14,45,48,-3,48
Admira Wacke,5068,7,12,7,17,40,55,-15,43
Mattersburg,5068,8,9,10,17,39,55,-16,37
SV Josko Rie,5068,9,11,4,21,36,63,-27,37
St. Pölten,5068,10,8,8,20,33,67,-34,32
FC Salzburg,5069,1,22,8,6,65,25,40,74
SC Rheindorf,5069,2,19,9,8,56,39,17,66
SK Sturm Gra,5069,3,19,6,11,60,35,25,63
Vienna,5069,4,18,4,14,61,55,6,58
Rapid Vienna,5069,5,12,12,12,46,35,11,48
St. Pölten,5069,6,12,9,15,38,53,-15,45
Admira Wacke,5069,7,13,5,18,36,58,-22,44
RZ Pellets W,5069,8,11,9,16,44,51,-7,42
SV Josko Rie,5069,9,10,4,22,32,64,-32,34
Mattersburg,5069,10,5,12,19,29,52,-23,27
FC Salzburg,5070,1,20,8,8,61,29,32,68
SK Sturm Gra,5070,2,19,6,11,61,35,26,63
SC Rheindorf,5070,3,18,7,11,55,43,12,61
Vienna,5070,4,17,7,12,61,47,14,58
Admira Wacke,5070,5,15,6,15,48,58,-10,51
RZ Pellets W,5070,6,14,6,16,50,59,-9,48
Rapid Vienna,5070,7,12,11,13,46,39,7,47
Mattersburg,5070,8,11,9,16,42,52,-10,42
St. Pölten,5070,9,8,9,19,43,75,-32,33
SV Josko Rie,5070,10,9,5,22,37,67,-30,32
FC Salzburg,5071,1,19,10,7,65,30,35,67
SK Sturm Gra,5071,2,19,8,9,61,36,25,65
SC Rheindorf,5071,3,18,7,11,52,39,13,61
Vienna,5071,4,18,5,13,64,53,11,59
Rapid Vienna,5071,5,13,13,10,52,38,14,52
Admira Wacke,5071,6,14,5,17,35,55,-20,47
St. Pölten,5071,7,12,9,15,49,56,-7,45
RZ Pellets W,5071,8,11,8,17,42,57,-15,41
Mattersburg,5071,9,7,10,19,37,60,-23,31
SV Josko Rie,5071,10,8,7,21,30,63,-33,31
FC Salzburg,5072,1,21,9,6,73,29,44,72
SK Sturm Gra,5072,2,22,5,9,59,29,30,71
SC Rheindorf,5072,3,18,7,11,51,41,10,61
Vienna,5072,4,16,7,13,60,52,8,55
Rapid Vienna,5072,5,13,13,10,53,37,16,52
RZ Pellets W,5072,6,13,6,17,44,52,-8,45
Admira Wacke,5072,7,13,6,17,34,59,-25,45
St. Pölten,5072,8,10,10,16,49,62,-13,40
Mattersburg,5072,9,8,7,21,32,61,-29,31
SV Josko Rie,5072,10,9,4,23,37,70,-33,31
FC Salzburg,5073,1,24,6,6,66,24,42,78
Vienna,5073,2,18,5,13,65,51,14,59
SC Rheindorf,5073,3,17,8,11,60,49,11,59
SK Sturm Gra,5073,4,16,6,14,54,41,13,54
Rapid Vienna,5073,5,14,10,12,51,37,14,52
SV Josko Rie,5073,6,12,7,17,38,53,-15,43
RZ Pellets W,5073,7,11,9,16,40,52,-12,42
St. Pölten,5073,8,11,9,16,41,59,-18,42
Admira Wacke,5073,9,11,7,18,29,57,-28,40
Mattersburg,5073,10,8,9,19,36,57,-21,33
FC Salzburg,5074,1,23,7,6,73,27,46,76
SC Rheindorf,5074,2,19,9,8,54,37,17,66
Vienna,5074,3,20,3,13,64,56,8,63
SK Sturm Gra,5074,4,16,7,13,48,39,9,55
Rapid Vienna,5074,5,14,10,12,58,38,20,52
RZ Pellets W,5074,6,13,8,15,46,57,-11,47
