team,n,rank,w,d,l,gf,ga,gd,pts
Stranraer,3794,5,15,5,16,56,67,-11,50
East Fife,3794,6,14,3,19,50,65,-15,45
Airdrieon,3794,7,10,12,14,45,58,-13,42
Forfar,3794,8,10,6,20,38,64,-26,36
Albion,3794,9,8,6,22,59,83,-24,30
Queen's Park,3794,10,6,11,19,40,73,-33,29
Raith,3795,1,22,9,5,68,32,36,75
Ayr,3795,2,23,4,9,91,44,47,73
Arbroath,3795,3,18,8,10,73,50,23,62
Alloa,3795,4,17,9,10,56,43,13,60
Stranraer,3795,5,15,5,16,55,65,-10,50
East Fife,3795,6,14,3,19,48,64,-16,45
Airdrieon,3795,7,10,11,15,46,60,-14,41
Forfar,3795,8,11,5,20,40,65,-25,38
Albion,3795,9,9,6,21,59,79,-20,33
Queen's Park,3795,10,6,10,20,41,75,-34,28
Ayr,3796,1,24,4,8,93,43,50,76
Raith,3796,2,22,8,6,68,33,35,74
Arbroath,3796,3,18,8,10,73,50,23,62
Alloa,3796,4,18,8,10,57,43,14,62
Stranraer,3796,5,16,5,15,57,65,-8,53
East Fife,3796,6,13,3,20,48,66,-18,42
Airdrieon,3796,7,10,11,15,46,60,-14,41
Forfar,3796,8,11,5,20,40,65,-25,38
Albion,3796,9,8,6,22,58,81,-23,30
Queen's Park,3796,10,6,10,20,41,75,-34,28
Ayr,3797,1,24,4,8,94,43,51,76
Raith,3797,2,22,8,6,68,33,35,74
Arbroath,3797,3,18,8,10,73,48,25,62
Alloa,3797,4,18,8,10,57,43,14,62
Stranraer,3797,5,15,5,16,56,66,-10,50
East Fife,3797,6,14,3,19,49,65,-16,45
Airdrieon,3797,7,10,11,15,45,59,-14,41
Forfar,3797,8,11,5,20,39,64,-25,38
Albion,3797,9,8,6,22,58,82,-24,30
Queen's Park,3797,10,6,10,20,39,75,-36,28
Raith,3798,1,23,8,5,69,32,37,77
Ayr,3798,2,23,5,8,91,43,48,74
Arbroath,3798,3,18,8,10,72,49,23,62
Alloa,3798,4,17,8,11,56,44,12,59
Stranraer,3798,5,16,5,15,58,66,-8,53
Airdrieon,3798,6,11,11,14,47,59,-12,44
East Fife,3798,7,13,3,20,49,67,-18,42
Forfar,3798,8,10,5,21,39,66,-27,35
Albion,3798,9,8,7,21,58,79,-21,31
Queen's Park,3798,10,6,10,20,40,74,-34,28
Raith,3799,1,22,8,6,69,34,35,74
Ayr,3799,2,23,4,9,90,45,45,73
Alloa,3799,3,18,8,10,58,44,14,62
Arbroath,3799,4,17,8,11,70,49,21,59
Stranraer,3799,5,15,6,15,56,65,-9,51
East Fife,3799,6,13,4,19,48,65,-17,43
Airdrieon,3799,7,10,11,15,45,61,-16,41
Forfar,3799,8,11,5,20,41,64,-23,38
Albion,3799,9,9,6,21,60,78,-18,33
Queen's Park,3799,10,7,10,19,40,72,-32,31
Raith,3800,1,22,9,5,68,32,36,75
Ayr,3800,2,23,5,8,93,45,48,74
Arbroath,3800,3,17,9,10,70,48,22,60
Alloa,3800,4,17,9,10,56,43,13,60
Stranraer,3800,5,15,6,15,56,65,-9,51
Airdrieon,3800,6,11,11,14,48,60,-12,44
East Fife,3800,7,13,4,19,48,65,-17,43
Forfar,3800,8,10,5,21,40,67,-27,35
Albion,3800,9,8,7,21,60,81,-21,31
Queen's Park,3800,10,6,11,19,39,72,-33,29
Ayr,3801,1,24,4,8,98,43,55,76
Raith,3801,2,22,9,5,69,33,36,75
Arbroath,3801,3,18,8,10,74,48,26,62
Alloa,3801,4,17,9,10,57,44,13,60
Stranraer,3801,5,16,5,15,57,64,-7,53
Airdrieon,3801,6,10,12,14,47,60,-13,42
East Fife,3801,7,13,3,20,47,66,-19,42
Forfar,3801,8,10,6,20,40,66,-26,36
Albion,3801,9,8,6,22,58,86,-28,30
Queen's Park,3801,10,6,10,20,39,76,-37,28
Ayr,3802,1,24,4,8,96,43,53,76
Raith,3802,2,22,8,6,69,35,34,74
Arbroath,3802,3,18,8,10,73,49,24,62
Alloa,3802,4,18,8,10,59,44,15,62
Stranraer,3802,5,16,5,15,58,65,-7,53
Airdrieon,3802,6,11,11,14,46,58,-12,44
East Fife,3802,7,13,3,20,48,67,-19,42
Forfar,3802,8,10,5,21,38,65,-27,35
Albion,3802,9,8,6,22,58,84,-26,30
Queen's Park,3802,10,6,10,20,40,75,-35,28
Raith,3803,1,23,8,5,72,34,38,77
Ayr,3803,2,24,4,8,94,43,51,76
Arbroath,3803,3,17,9,10,71,49,22,60
Alloa,3803,4,17,8,11,58,47,11,59
Stranraer,3803,5,15,6,15,57,66,-9,51
Airdrieon,3803,6,11,11,14,47,58,-11,44
East Fife,3803,7,13,4,19,49,66,-17,43
Forfar,3803,8,10,5,21,38,66,-28,35
Albion,3803,9,8,6,22,58,82,-24,30
Queen's Park,3803,10,6,11,19,40,73,-33,29
Ayr,3804,1,24,4,8,93,42,51,76
Raith,3804,2,22,8,6,68,34,34,74
Alloa,3804,3,18,8,10,58,43,15,62
Arbroath,3804,4,17,8,11,70,53,17,59
Stranraer,3804,5,15,5,16,56,70,-14,50
East Fife,3804,6,14,3,19,53,65,-12,45
Airdrieon,3804,7,11,11,14,48,60,-12,44
Forfar,3804,8,10,5,21,40,67,-27,35
Queen's Park,3804,9,7,10,19,44,72,-28,31
Albion,3804,10,8,6,22,57,81,-24,30
Ayr,3805,1,24,4,8,95,43,52,76
Raith,3805,2,22,8,6,68,33,35,74
Alloa,3805,3,18,8,10,57,43,14,62
Arbroath,3805,4,17,8,11,70,52,18,59
Stranraer,3805,5,15,5,16,56,69,-13,50
East Fife,3805,6,14,3,19,52,65,-13,45
Airdrieon,3805,7,11,11,14,49,58,-9,44
Forfar,3805,8,10,5,21,38,68,-30,35
Queen's Park,3805,9,7,10,19,43,72,-29,31
Albion,3805,10,8,6,22,58,83,-25,30
Raith,3806,1,23,8,5,70,32,38,77
Ayr,3806,2,24,4,8,92,43,49,76
Arbroath,3806,3,18,8,10,73,50,23,62
Alloa,3806,4,17,8,11,56,45,11,59
Stranraer,3806,5,16,5,15,57,64,-7,53
East Fife,3806,6,13,3,20,47,66,-19,42
Airdrieon,3806,7,10,11,15,45,59,-14,41
Forfar,3806,8,11,5,20,39,64,-25,38
Albion,3806,9,8,6,22,58,80,-22,30
Queen's Park,3806,10,6,10,20,41,75,-34,28
Raith,3807,1,23,8,5,70,33,37,77
Ayr,3807,2,24,4,8,94,45,49,76
Arbroath,3807,3,18,8,10,72,49,23,62
Alloa,3807,4,17,8,11,57,45,12,59
Stranraer,3807,5,15,5,16,57,69,-12,50
East Fife,3807,6,14,3,19,52,66,-14,45
Airdrieon,3807,7,11,11,14,46,58,-12,44
Forfar,3807,8,10,5,21,38,65,-27,35
Albion,3807,9,8,6,22,60,82,-22,30
Queen's Park,3807,10,6,10,20,40,74,-34,28
Raith,3808,1,23,8,5,69,32,37,77
Ayr,3808,2,24,4,8,94,43,51,76
Arbroath,3808,3,17,8,11,70,51,19,59
Alloa,3808,4,17,8,11,56,44,12,59
Stranraer,3808,5,15,6,15,58,67,-9,51
East Fife,3808,6,13,4,19,50,67,-17,43
Airdrieon,3808,7,10,12,14,47,60,-13,42
Forfar,3808,8,10,6,20,40,66,-26,36
Queen's Park,3808,9,7,10,19,42,72,-30,31
Albion,3808,10,8,6,22,58,82,-24,30
Raith,3809,1,23,8,5,69,32,37,77
Ayr,3809,2,24,4,8,93,44,49,76
Arbroath,3809,3,18,8,10,71,48,23,62
Alloa,3809,4,17,8,11,56,44,12,59
Stranraer,3809,5,16,5,15,56,64,-8,53
Airdrieon,3809,6,11,11,14,48,59,-11,44
East Fife,3809,7,13,3,20,47,65,-18,42
Forfar,3809,8,10,5,21,39,67,-28,35
Albion,3809,9,8,6,22,59,81,-22,30
Queen's Park,3809,10,6,10,20,39,73,-34,28
Raith,3810,1,23,8,5,69,32,37,77
Ayr,3810,2,24,4,8,93,43,50,76
Arbroath,3810,3,17,9,10,71,49,22,60
Alloa,3810,4,17,8,11,56,44,12,59
Stranraer,3810,5,16,5,15,60,66,-6,53
Airdrieon,3810,6,11,11,14,47,58,-11,44
East Fife,3810,7,13,3,20,49,69,-20,42
Forfar,3810,8,10,5,21,38,66,-28,35
Albion,3810,9,8,6,22,58,81,-23,30
Queen's Park,3810,10,6,11,19,40,73,-33,29
Ayr,3811,1,23,5,8,93,45,48,74
Raith,3811,2,22,8,6,69,35,34,74
Arbroath,3811,3,18,8,10,72,48,24,62
Alloa,3811,4,18,8,10,59,44,15,62
Stranraer,3811,5,15,6,15,55,64,-9,51
East Fife,3811,6,13,4,19,47,64,-17,43
Airdrieon,3811,7,10,11,15,45,60,-15,41
Forfar,3811,8,11,5,20,40,64,-24,38
Albion,3811,9,8,7,21,60,81,-21,31
Queen's Park,3811,10,6,10,20,39,74,-35,28
Raith,3812,1,23,8,5,70,33,37,77
Ayr,3812,2,24,4,8,91,42,49,76
Arbroath,3812,3,18,8,10,73,50,23,62
Alloa,3812,4,17,8,11,57,45,12,59
Stranraer,3812,5,16,5,15,60,65,-5,53
Airdrieon,3812,6,11,11,14,46,58,-12,44
East Fife,3812,7,13,3,20,48,69,-21,42
Forfar,3812,8,10,5,21,38,65,-27,35
Albion,3812,9,8,6,22,57,79,-22,30
Queen's Park,3812,10,6,10,20,41,75,-34,28
Ayr,3813,1,24,4,8,95,43,52,76
Raith,3813,2,22,9,5,68,32,36,75
Arbroath,3813,3,18,8,10,72,48,24,62
Alloa,3813,4,17,9,10,56,43,13,60
Stranraer,3813,5,16,5,15,57,64,-7,53
Airdrieon,3813,6,10,12,14,47,60,-13,42
East Fife,3813,7,13,3,20,47,66,-19,42
Forfar,3813,8,10,6,20,40,66,-26,36
Albion,3813,9,8,6,22,58,83,-25,30
Queen's Park,3813,10,6,10,20,39,74,-35,28
Raith,3814,1,23,8,5,71,34,37,77
Ayr,3814,2,24,4,8,96,44,52,76
Arbroath,3814,3,17,8,11,71,51,20,59
Alloa,3814,4,17,8,11,58,46,12,59
Stranraer,3814,5,15,6,15,56,65,-9,51
East Fife,3814,6,13,4,19,48,65,-17,43
Airdrieon,3814,7,10,11,15,46,62,-16,41
Forfar,3814,8,11,5,20,42,65,-23,38
Queen's Park,3814,9,7,10,19,42,73,-31,31
Albion,3814,10,8,6,22,59,84,-25,30
Ayr,3815,1,24,4,8,94,44,50,76
Raith,3815,2,22,8,6,69,34,35,74
Arbroath,3815,3,18,8,10,72,49,23,62
Alloa,3815,4,18,8,10,58,44,14,62
Stranraer,3815,5,16,5,15,58,65,-7,53
Airdrieon,3815,6,11,11,14,51,59,-8,44
East Fife,3815,7,13,3,20,48,67,-19,42
Forfar,3815,8,10,5,21,39,70,-31,35
Albion,3815,9,8,6,22,59,82,-23,30
Queen's Park,3815,10,6,10,20,40,74,-34,28
Ayr,3816,1,24,4,8,94,43,51,76
Raith,3816,2,22,9,5,69,33,36,75
Arbroath,3816,3,18,8,10,71,48,23,62
Alloa,3816,4,17,9,10,57,44,13,60
Stranraer,3816,5,15,5,16,55,65,-10,50
East Fife,3816,6,14,3,19,48,64,-16,45
Airdrieon,3816,7,11,11,14,49,61,-12,44
Forfar,3816,8,10,5,21,41,68,-27,35
Albion,3816,9,8,6,22,58,82,-24,30
Queen's Park,3816,10,6,10,20,39,73,-34,28
Raith,3817,1,23,8,5,69,32,37,77
Ayr,3817,2,24,4,8,96,43,53,76
Arbroath,3817,3,17,9,10,73,51,22,60
Alloa,3817,4,17,8,11,56,44,12,59
Stranraer,3817,5,16,5,15,56,64,-8,53
Airdrieon,3817,6,10,12,14,46,59,-13,42
East Fife,3817,7,13,3,20,47,65,-18,42
Forfar,3817,8,10,6,20,39,65,-26,36
Albion,3817,9,8,6,22,58,84,-26,30
Queen's Park,3817,10,6,11,19,42,75,-33,29
Raith,3818,1,23,8,5,72,32,40,77
Ayr,3818,2,23,4,9,90,43,47,73
Arbroath,3818,3,18,8,10,73,50,23,62
Alloa,3818,4,17,8,11,56,47,9,59
Stranraer,3818,5,15,5,16,56,66,-10,50
East Fife,3818,6,14,3,19,49,65,-16,45
Airdrieon,3818,7,10,12,14,46,59,-13,42
Forfar,3818,8,10,6,20,39,65,-26,36
Albion,3818,9,9,6,21,58,78,-20,33
Queen's Park,3818,10,6,10,20,41,75,-34,28
Ayr,3819,1,24,4,8,93,43,50,76
Raith,3819,2,22,8,6,68,34,34,74
Alloa,3819,3,18,8,10,58,43,15,62
Arbroath,3819,4,17,8,11,71,50,21,59
Stranraer,3819,5,15,5,16,55,66,-11,50
East Fife,3819,6,14,3,19,49,64,-15,45
Airdrieon,3819,7,10,11,15,45,59,-14,41
Forfar,3819,8,11,5,20,39,64,-25,38
Queen's Park,3819,9,7,10,19,41,73,-32,31
Albion,3819,10,8,6,22,58,81,-23,30
Raith,3820,1,23,8,5,72,34,38,77
Ayr,3820,2,24,4,8,94,42,52,76
Arbroath,3820,3,17,8,11,72,51,21,59
Alloa,3820,4,17,8,11,58,47,11,59
Stranraer,3820,5,15,5,16,56,66,-10,50
East Fife,3820,6,14,3,19,49,65,-16,45
Airdrieon,3820,7,10,12,14,45,58,-13,42
Forfar,3820,8,10,6,20,38,64,-26,36
Queen's Park,3820,9,7,10,19,42,74,-32,31
Albion,3820,10,8,6,22,57,82,-25,30
Raith,3821,1,23,8,5,71,32,39,77
Ayr,3821,2,24,4,8,93,43,50,76
Arbroath,3821,3,18,8,10,74,50,24,62
Alloa,3821,4,17,8,11,56,46,10,59
Stranraer,3821,5,15,5,16,56,67,-11,50
East Fife,3821,6,14,3,19,50,65,-15,45
Airdrieon,3821,7,11,11,14,47,59,-12,44
Forfar,3821,8,10,5,21,39,66,-27,35
Albion,3821,9,8,6,22,58,81,-23,30
Queen's Park,3821,10,6,10,20,41,76,-35,28
Ayr,3822,1,24,4,8,96,46,50,76
Raith,3822,2,22,8,6,68,33,35,74
Arbroath,3822,3,18,8,10,73,50,23,62
Alloa,3822,4,18,8,10,57,43,14,62
Stranraer,3822,5,15,5,16,55,66,-11,50
East Fife,3822,6,14,3,19,49,64,-15,45
Airdrieon,3822,7,11,11,14,47,58,-11,44
Forfar,3822,8,10,5,21,38,66,-28,35
Albion,3822,9,8,6,22,61,84,-23,30
Queen's Park,3822,10,6,10,20,41,75,-34,28
Raith,3823,1,23,8,5,69,32,37,77
Ayr,3823,2,24,4,8,96,43,53,76
Arbroath,3823,3,18,8,10,73,50,23,62
Alloa,3823,4,17,8,11,56,44,12,59
Stranraer,3823,5,15,5,16,55,66,-11,50
East Fife,3823,6,14,3,19,49,64,-15,45
Airdrieon,3823,7,10,12,14,46,59,-13,42
Forfar,3823,8,10,6,20,39,65,-26,36
Albion,3823,9,8,6,22,58,84,-26,30
Queen's Park,3823,10,6,10,20,41,75,-34,28
Raith,3824,1,23,8,5,70,33,37,77
Ayr,3824,2,24,4,8,94,42,52,76
Arbroath,3824,3,18,8,10,72,48,24,62
Alloa,3824,4,17,8,11,57,45,12,59
Stranraer,3824,5,16,5,15,61,65,-4,53
Airdrieon,3824,6,11,11,14,47,59,-12,44
East Fife,3824,7,13,3,20,48,70,-22,42
Forfar,3824,8,10,5,21,39,66,-27,35
Albion,3824,9,8,6,22,57,82,-25,30
Queen's Park,3824,10,6,10,20,39,74,-35,28
Ayr,3825,1,24,4,8,93,43,50,76
Raith,3825,2,22,8,6,69,35,34,74
Alloa,3825,3,18,8,10,59,44,15,62
Arbroath,3825,4,17,9,10,72,50,22,60
Stranraer,3825,5,15,5,16,55,66,-11,50
East Fife,3825,6,14,3,19,49,64,-15,45
Airdrieon,3825,7,11,11,14,47,58,-11,44
Forfar,3825,8,10,5,21,38,66,-28,35
Albion,3825,9,8,6,22,58,81,-23,30
Queen's Park,3825,10,6,11,19,41,74,-33,29
Ayr,3826,1,24,4,8,98,42,56,76
Raith,3826,2,22,8,6,68,34,34,74
Alloa,3826,3,18,8,10,58,43,15,62
Arbroath,3826,4,17,8,11,72,51,21,59
Stranraer,3826,5,15,5,16,56,66,-10,50
East Fife,3826,6,14,3,19,49,65,-16,45
Airdrieon,3826,7,10,12,14,48,61,-13,42
Forfar,3826,8,10,6,20,41,67,-26,36
Queen's Park,3826,9,7,10,19,42,74,-32,31
Albion,3826,10,8,6,22,57,86,-29,30
Raith,3827,1,23,8,5,70,32,38,77
Ayr,3827,2,24,4,8,95,43,52,76
Arbroath,3827,3,17,8,11,72,51,21,59
Alloa,3827,4,17,8,11,56,45,11,59
Stranraer,3827,5,15,5,16,56,66,-10,50
East Fife,3827,6,14,3,19,49,65,-16,45
Airdrieon,3827,7,10,12,14,46,59,-13,42
Forfar,3827,8,10,6,20,39,65,-26,36
Queen's Park,3827,9,7,10,19,42,74,-32,31
Albion,3827,10,8,6,22,58,83,-25,30
Ayr,3828,1,24,4,8,95,43,52,76
Raith,3828,2,22,8,6,70,35,35,74
Alloa,3828,3,18,8,10,59,45,14,62
Arbroath,3828,4,17,8,11,71,50,21,59
Stranraer,3828,5,16,5,15,57,65,-8,53
Airdrieon,3828,6,11,11,14,48,58,-10,44
East Fife,3828,7,13,3,20,48,66,-18,42
Forfar,3828,8,10,5,21,38,67,-29,35
Queen's Park,3828,9,7,10,19,41,73,-32,31
Albion,3828,10,8,6,22,58,83,-25,30
Ayr,3829,1,24,4,8,92,43,49,76
Raith,3829,2,22,8,6,68,34,34,74
Alloa,3829,3,18,8,10,58,43,15,62
Arbroath,3829,4,17,8,11,70,49,21,59
Stranraer,3829,5,16,5,15,57,64,-7,53
East Fife,3829,6,13,3,20,47,66,-19,42
Airdrieon,3829,7,10,11,15,46,60,-14,41
Forfar,3829,8,11,5,20,40,65,-25,38
Queen's Park,3829,9,7,10,19,40,72,-32,31
Albion,3829,10,8,6,22,58,80,-22,30
Raith,3830,1,22,8,6,68,33,35,74
Ayr,3830,2,23,4,9,92,45,47,73
Arbroath,3830,3,18,8,10,71,48,23,62
Alloa,3830,4,18,8,10,57,43,14,62
Stranraer,3830,5,16,5,15,57,65,-8,53
Airdrieon,3830,6,11,11,14,49,58,-9,44
East Fife,3830,7,13,3,20,48,66,-18,42
Forfar,3830,8,10,5,21,38,68,-30,35
Albion,3830,9,9,6,21,60,80,-20,33
Queen's Park,3830,10,6,10,20,39,73,-34,28
Raith,3831,1,23,8,5,69,32,37,77
Ayr,3831,2,24,4,8,94,44,50,76
Arbroath,3831,3,18,8,10,73,48,25,62
Alloa,3831,4,17,8,11,56,44,12,59
Stranraer,3831,5,16,5,15,57,65,-8,53
Airdrieon,3831,6,10,12,14,46,59,-13,42
East Fife,3831,7,13,3,20,48,66,-18,42
Forfar,3831,8,10,6,20,39,65,-26,36
Albion,3831,9,8,6,22,59,82,-23,30
Queen's Park,3831,10,6,10,20,39,75,-36,28
Raith,3832,1,23,8,5,72,33,39,77
Ayr,3832,2,24,4,8,96,43,53,76
Arbroath,3832,3,18,8,10,73,49,24,62
Alloa,3832,4,17,8,11,57,47,10,59
Stranraer,3832,5,15,5,16,55,65,-10,50
East Fife,3832,6,14,3,19,48,64,-16,45
Airdrieon,3832,7,11,11,14,47,58,-11,44
Forfar,3832,8,10,5,21,38,66,-28,35
Albion,3832,9,8,6,22,58,84,-26,30
Queen's Park,3832,10,6,10,20,40,75,-35,28
Raith,3833,1,22,9,5,68,32,36,75
Ayr,3833,2,23,5,8,92,44,48,74
Alloa,3833,3,17,9,10,56,43,13,60
Arbroath,3833,4,17,8,11,70,51,19,59
Stranraer,3833,5,15,5,16,55,66,-11,50
East Fife,3833,6,14,3,19,49,64,-15,45
Airdrieon,3833,7,11,11,14,47,58,-11,44
Forfar,3833,8,10,5,21,38,66,-28,35
Albion,3833,9,8,7,21,59,80,-21,31
Queen's Park,3833,10,7,10,19,42,72,-30,31
Ayr,3834,1,24,4,8,95,44,51,76
Raith,3834,2,22,9,5,70,34,36,75
Arbroath,3834,3,18,8,10,71,48,23,62
Alloa,3834,4,17,9,10,58,45,13,60
Stranraer,3834,5,15,5,16,55,66,-11,50
East Fife,3834,6,14,3,19,49,64,-15,45
Airdrieon,3834,7,11,11,14,48,58,-10,44
Forfar,3834,8,10,5,21,38,67,-29,35
Albion,3834,9,8,6,22,59,83,-24,30
Queen's Park,3834,10,6,10,20,39,73,-34,28
Ayr,3835,1,24,4,8,93,42,51,76
Raith,3835,2,22,9,5,69,33,36,75
Alloa,3835,3,17,9,10,57,44,13,60
Arbroath,3835,4,17,8,11,71,50,21,59
Stranraer,3835,5,16,5,15,57,65,-8,53
Airdrieon,3835,6,11,11,14,47,59,-12,44
East Fife,3835,7,13,3,20,48,66,-18,42
Forfar,3835,8,10,5,21,39,66,-27,35
Queen's Park,3835,9,7,10,19,41,73,-32,31
Albion,3835,10,8,6,22,57,81,-24,30
Ayr,3836,1,23,5,8,93,45,48,74
Raith,3836,2,22,8,6,68,33,35,74
Arbroath,3836,3,18,8,10,72,48,24,62
Alloa,3836,4,18,8,10,57,43,14,62
Stranraer,3836,5,15,5,16,56,66,-10,50
East Fife,3836,6,14,3,19,49,65,-16,45
Airdrieon,3836,7,11,11,14,47,58,-11,44
Forfar,3836,8,10,5,21,38,66,-28,35
Albion,3836,9,8,7,21,60,81,-21,31
Queen's Park,3836,10,6,10,20,39,74,-35,28
Ayr,3837,1,24,4,8,94,45,49,76
Raith,3837,2,22,9,5,69,33,36,75
Arbroath,3837,3,18,8,10,71,48,23,62
Alloa,3837,4,17,9,10,57,44,13,60
Stranraer,3837,5,15,6,15,57,66,-9,51
Airdrieon,3837,6,11,11,14,47,58,-11,44
East Fife,3837,7,13,4,19,49,66,-17,43
Forfar,3837,8,10,5,21,38,66,-28,35
Albion,3837,9,8,6,22,60,82,-22,30
Queen's Park,3837,10,6,10,20,39,73,-34,28
Ayr,3838,1,24,4,8,95,44,51,76
Raith,3838,2,22,8,6,69,34,35,74
Alloa,3838,3,18,8,10,58,44,14,62
Arbroath,3838,4,17,9,10,72,50,22,60
Stranraer,3838,5,16,5,15,56,64,-8,53
Airdrieon,3838,6,11,11,14,48,59,-11,44
East Fife,3838,7,13,3,20,47,65,-18,42
Forfar,3838,8,10,5,21,39,67,-28,35
Albion,3838,9,8,6,22,59,83,-24,30
Queen's Park,3838,10,6,11,19,41,74,-33,29
Raith,3839,1,23,8,5,69,32,37,77
Ayr,3839,2,24,4,8,93,44,49,76
Arbroath,3839,3,18,8,10,72,48,24,62
Alloa,3839,4,17,8,11,56,44,12,59
Stranraer,3839,5,16,5,15,57,64,-7,53
East Fife,3839,6,13,3,20,47,66,-19,42
Airdrieon,3839,7,10,11,15,46,60,-14,41
Forfar,3839,8,11,5,20,40,65,-25,38
Albion,3839,9,8,6,22,59,81,-22,30
Queen's Park,3839,10,6,10,20,39,74,-35,28
Ayr,3840,1,24,4,8,92,42,50,76
Raith,3840,2,22,8,6,68,33,35,74
Arbroath,3840,3,18,8,10,73,49,24,62
Alloa,3840,4,18,8,10,57,43,14,62
Stranraer,3840,5,15,5,16,57,67,-10,50
East Fife,3840,6,14,3,19,50,66,-16,45
Airdrieon,3840,7,11,11,14,48,59,-11,44
Forfar,3840,8,10,5,21,39,67,-28,35
Albion,3840,9,8,6,22,57,80,-23,30
Queen's Park,3840,10,6,10,20,40,75,-35,28
Ayr,3841,1,24,4,8,92,42,50,76
Raith,3841,2,22,9,5,70,34,36,75
Arbroath,3841,3,18,8,10,73,50,23,62
Alloa,3841,4,17,9,10,58,45,13,60
Stranraer,3841,5,16,5,15,57,65,-8,53
East Fife,3841,6,13,3,20,48,66,-18,42
Airdrieon,3841,7,10,11,15,45,61,-16,41
Forfar,3841,8,11,5,20,41,64,-23,38
Albion,3841,9,8,6,22,57,80,-23,30
Queen's Park,3841,10,6,10,20,41,75,-34,28
Ayr,3842,1,24,4,8,94,42,52,76
Raith,3842,2,22,9,5,69,33,36,75
Arbroath,3842,3,17,9,10,71,49,22,60
Alloa,3842,4,17,9,10,57,44,13,60
Stranraer,3842,5,16,5,15,58,64,-6,53
Airdrieon,3842,6,11,11,14,47,58,-11,44
East Fife,3842,7,13,3,20,47,67,-20,42
Forfar,3842,8,10,5,21,38,66,-28,35
Albion,3842,9,8,6,22,57,82,-25,30
Queen's Park,3842,10,6,11,19,40,73,-33,29
Ayr,3843,1,24,4,8,96,43,53,76
Raith,3843,2,22,9,5,72,36,36,75
Alloa,3843,3,17,9,10,60,47,13,60
Arbroath,3843,4,17,8,11,71,50,21,59
Stranraer,3843,5,15,6,15,56,65,-9,51
East Fife,3843,6,13,4,19,48,65,-17,43
Airdrieon,3843,7,10,12,14,46,59,-13,42
Forfar,3843,8,10,6,20,39,65,-26,36
Queen's Park,3843,9,7,10,19,41,73,-32,31
Albion,3843,10,8,6,22,58,84,-26,30
Raith,3844,1,23,8,5,69,32,37,77
Ayr,3844,2,24,4,8,92,43,49,76
Arbroath,3844,3,18,8,10,73,48,25,62
Alloa,3844,4,17,8,11,56,44,12,59
Stranraer,3844,5,16,5,15,56,64,-8,53
Airdrieon,3844,6,10,12,14,47,60,-13,42
East Fife,3844,7,13,3,20,47,65,-18,42
Forfar,3844,8,10,6,20,40,66,-26,36
Albion,3844,9,8,6,22,58,80,-22,30
Queen's Park,3844,10,6,10,20,39,75,-36,28
Ayr,3845,1,24,4,8,93,43,50,76
Raith,3845,2,22,9,5,69,33,36,75
Arbroath,3845,3,17,9,10,70,48,22,60
Alloa,3845,4,17,9,10,57,44,13,60
Stranraer,3845,5,16,5,15,57,64,-7,53
East Fife,3845,6,13,3,20,47,66,-19,42
Airdrieon,3845,7,10,11,15,46,61,-15,41
Forfar,3845,8,11,5,20,41,65,-24,38
Albion,3845,9,8,6,22,58,81,-23,30
Queen's Park,3845,10,6,11,19,39,72,-33,29
Ayr,3846,1,24,4,8,92,43,49,76
Raith,3846,2,22,9,5,69,33,36,75
Alloa,3846,3,17,9,10,57,44,13,60
Arbroath,3846,4,17,8,11,70,49,21,59
Stranraer,3846,5,15,5,16,55,65,-10,50
East Fife,3846,6,14,3,19,48,64,-16,45
Airdrieon,3846,7,10,11,15,46,60,-14,41
Forfar,3846,8,11,5,20,40,65,-25,38
Queen's Park,3846,9,7,10,19,40,72,-32,31
Albion,3846,10,8,6,22,58,80,-22,30
Raith,3847,1,23,8,5,71,33,38,77
Ayr,3847,2,24,4,8,96,42,54,76
Arbroath,3847,3,18,8,10,77,49,28,62
Alloa,3847,4,17,8,11,57,46,11,59
Stranraer,3847,5,16,5,15,56,64,-8,53
Airdrieon,3847,6,10,12,14,46,59,-13,42
East Fife,3847,7,13,3,20,47,65,-18,42
Forfar,3847,8,10,6,20,39,65,-26,36
Albion,3847,9,8,6,22,57,84,-27,30
Queen's Park,3847,10,6,10,20,40,79,-39,28
Ayr,3848,1,24,4,8,97,43,54,76
Raith,3848,2,22,9,5,69,33,36,75
Arbroath,3848,3,18,8,10,73,50,23,62
Alloa,3848,4,17,9,10,57,44,13,60
Stranraer,3848,5,15,6,15,56,65,-9,51
East Fife,3848,6,13,4,19,48,65,-17,43
Airdrieon,3848,7,10,12,14,46,59,-13,42
Forfar,3848,8,10,6,20,39,65,-26,36
Albion,3848,9,8,6,22,58,85,-27,30
Queen's Park,3848,10,6,10,20,41,75,-34,28
Raith,3849,1,23,8,5,69,32,37,77
Ayr,3849,2,24,4,8,94,45,49,76
Arbroath,3849,3,17,8,11,70,49,21,59
Alloa,3849,4,17,8,11,56,44,12,59
Stranraer,3849,5,15,6,15,56,65,-9,51
Airdrieon,3849,6,11,11,14,47,59,-12,44
East Fife,3849,7,13,4,19,48,65,-17,43
Forfar,3849,8,10,5,21,39,66,-27,35
Queen's Park,3849,9,7,10,19,40,72,-32,31
Albion,3849,10,8,6,22,60,82,-22,30
Raith,3850,1,23,8,5,71,32,39,77
Ayr,3850,2,24,4,8,92,42,50,76
