team,n,rank,w,d,l,gf,ga,gd,pts
FC Nords,6360,3,15,6,9,73,51,22,51
Copenhagen,6360,4,13,4,13,60,52,8,43
AaB,6360,5,9,11,10,39,42,-3,38
AC Horsens,6360,6,8,12,10,35,49,-14,36
Sonderjyske,6360,7,8,6,10,28,29,-1,30
Lyngby,6360,8,4,9,11,30,44,-14,21
AGF Aarhus,6360,9,5,6,11,17,36,-19,21
Randers FC,6360,10,5,6,13,23,43,-20,21
Silkeborg IF,6360,11,5,3,14,25,45,-20,18
FC Midtjylla,6361,1,21,5,4,70,37,33,68
Brondby,6361,2,20,6,4,65,30,35,66
Copenhagen,6361,3,14,6,10,61,45,16,48
FC Nords,6361,4,13,8,9,71,51,20,47
AaB,6361,5,8,11,11,36,44,-8,35
Sonderjyske,6361,6,8,6,10,28,29,-1,30
AC Horsens,6361,7,6,12,12,34,56,-22,30
Randers FC,6361,8,6,6,12,27,40,-13,24
Silkeborg IF,6361,9,6,3,13,26,44,-18,21
Lyngby,6361,10,3,9,12,27,48,-21,18
AGF Aarhus,6361,11,4,6,12,16,37,-21,18
Brondby,6362,1,19,8,3,68,32,36,65
FC Midtjylla,6362,2,18,7,5,64,39,25,61
FC Nords,6362,3,15,8,7,76,46,30,53
Copenhagen,6362,4,14,6,10,61,47,14,48
AaB,6362,5,7,13,10,36,44,-8,34
Sonderjyske,6362,6,8,6,10,28,29,-1,30
AC Horsens,6362,7,6,12,12,34,57,-23,30
Randers FC,6362,8,6,6,12,24,39,-15,24
Silkeborg IF,6362,9,6,3,13,28,45,-17,21
Lyngby,6362,10,3,9,12,26,45,-19,18
AGF Aarhus,6362,11,4,6,12,17,39,-22,18
Brondby,6363,1,20,8,2,69,31,38,68
FC Midtjylla,6363,2,20,4,6,64,38,26,64
FC Nords,6363,3,13,8,9,71,53,18,47
Copenhagen,6363,4,13,6,11,56,45,11,45
AaB,6363,5,8,13,9,39,40,-1,37
AC Horsens,6363,6,6,13,11,34,52,-18,31
Sonderjyske,6363,7,8,6,10,28,29,-1,30
Randers FC,6363,8,5,7,12,25,41,-16,22
Silkeborg IF,6363,9,6,3,13,27,44,-17,21
Lyngby,6363,10,3,10,11,28,46,-18,19
AGF Aarhus,6363,11,4,6,12,16,38,-22,18
Brondby,6364,1,21,6,3,74,32,42,69
FC Midtjylla,6364,2,19,4,7,63,40,23,61
FC Nords,6364,3,14,6,10,71,54,17,48
Copenhagen,6364,4,13,4,13,55,50,5,43
AaB,6364,5,9,11,10,38,39,-1,38
AC Horsens,6364,6,8,13,9,34,46,-12,37
Sonderjyske,6364,7,8,6,10,28,29,-1,30
Randers FC,6364,8,5,7,12,24,40,-16,22
Lyngby,6364,9,3,10,11,27,45,-18,19
Silkeborg IF,6364,10,5,4,13,26,45,-19,19
AGF Aarhus,6364,11,4,7,11,17,37,-20,19
Brondby,6365,1,20,6,4,71,35,36,66
FC Midtjylla,6365,2,19,6,5,72,40,32,63
FC Nords,6365,3,15,7,8,77,56,21,52
Copenhagen,6365,4,15,4,11,58,44,14,49
AaB,6365,5,6,14,10,35,43,-8,32
AC Horsens,6365,6,6,13,11,35,56,-21,31
Sonderjyske,6365,7,8,6,10,28,29,-1,30
Randers FC,6365,8,5,7,12,23,39,-16,22
Silkeborg IF,6365,9,6,3,13,26,44,-18,21
Lyngby,6365,10,3,10,11,26,44,-18,19
AGF Aarhus,6365,11,4,6,12,16,37,-21,18
Brondby,6366,1,21,6,3,70,29,41,69
FC Midtjylla,6366,2,19,5,6,64,40,24,62
Copenhagen,6366,3,15,5,10,59,43,16,50
FC Nords,6366,4,13,8,9,75,55,20,47
AaB,6366,5,7,13,10,35,40,-5,34
AC Horsens,6366,6,6,13,11,34,56,-22,31
Sonderjyske,6366,7,8,6,10,28,29,-1,30
Lyngby,6366,8,4,9,11,30,44,-14,21
AGF Aarhus,6366,9,5,6,11,18,36,-18,21
Randers FC,6366,10,5,6,13,23,43,-20,21
Silkeborg IF,6366,11,5,3,14,25,46,-21,18
Brondby,6367,1,21,5,4,70,30,40,68
FC Midtjylla,6367,2,20,4,6,64,40,24,64
FC Nords,6367,3,14,6,10,72,51,21,48
Copenhagen,6367,4,14,5,11,58,44,14,47
AaB,6367,5,8,12,10,37,43,-6,36
AC Horsens,6367,6,7,12,11,33,52,-19,33
Sonderjyske,6367,7,8,6,10,28,29,-1,30
Randers FC,6367,8,5,7,12,24,40,-16,22
Silkeborg IF,6367,9,6,3,13,28,46,-18,21
Lyngby,6367,10,3,10,11,27,45,-18,19
AGF Aarhus,6367,11,4,6,12,18,39,-21,18
Brondby,6368,1,21,5,4,73,33,40,68
FC Midtjylla,6368,2,19,6,5,66,41,25,63
FC Nords,6368,3,14,6,10,70,50,20,48
Copenhagen,6368,4,14,5,11,59,47,12,47
AaB,6368,5,9,12,9,44,46,-2,39
Sonderjyske,6368,6,8,6,10,28,29,-1,30
AC Horsens,6368,7,6,12,12,33,54,-21,30
Randers FC,6368,8,6,6,12,26,39,-13,24
Silkeborg IF,6368,9,6,3,13,28,45,-17,21
Lyngby,6368,10,3,9,12,26,47,-21,18
AGF Aarhus,6368,11,4,6,12,17,39,-22,18
Brondby,6369,1,21,6,3,76,34,42,69
FC Midtjylla,6369,2,19,7,4,65,37,28,64
FC Nords,6369,3,14,6,10,72,56,16,48
Copenhagen,6369,4,14,6,10,59,45,14,48
AaB,6369,5,8,11,11,37,45,-8,35
Sonderjyske,6369,6,8,6,10,28,29,-1,30
AC Horsens,6369,7,5,14,11,39,57,-18,29
Lyngby,6369,8,4,9,11,29,45,-16,21
Randers FC,6369,9,5,6,13,24,42,-18,21
AGF Aarhus,6369,10,5,6,11,18,36,-18,21
Silkeborg IF,6369,11,5,3,14,25,46,-21,18
Brondby,6370,1,21,6,3,72,34,38,69
FC Midtjylla,6370,2,21,4,5,70,38,32,67
FC Nords,6370,3,14,7,9,72,54,18,49
Copenhagen,6370,4,12,5,13,53,46,7,41
AC Horsens,6370,5,8,13,9,42,53,-11,37
AaB,6370,6,6,13,11,33,43,-10,31
Sonderjyske,6370,7,8,6,10,28,29,-1,30
Randers FC,6370,8,5,7,12,24,40,-16,22
Silkeborg IF,6370,9,6,3,13,27,45,-18,21
Lyngby,6370,10,3,10,11,27,45,-18,19
AGF Aarhus,6370,11,4,6,12,17,38,-21,18
Brondby,6371,1,22,5,3,73,30,43,71
FC Midtjylla,6371,2,18,4,8,61,42,19,58
FC Nords,6371,3,16,7,7,76,50,26,55
Copenhagen,6371,4,13,5,12,54,43,11,44
AaB,6371,5,7,14,9,34,40,-6,35
AC Horsens,6371,6,6,13,11,34,53,-19,31
Sonderjyske,6371,7,8,6,10,28,29,-1,30
Randers FC,6371,8,5,7,12,24,40,-16,22
Lyngby,6371,9,3,10,11,27,45,-18,19
Silkeborg IF,6371,10,5,4,13,26,45,-19,19
AGF Aarhus,6371,11,4,7,11,17,37,-20,19
Brondby,6372,1,21,6,3,71,31,40,69
FC Midtjylla,6372,2,18,5,7,61,40,21,59
Copenhagen,6372,3,14,6,10,57,43,14,48
FC Nords,6372,4,13,8,9,72,51,21,47
AaB,6372,5,8,11,11,37,44,-7,35
AC Horsens,6372,6,7,14,9,34,49,-15,35
Sonderjyske,6372,7,8,6,10,28,29,-1,30
Randers FC,6372,8,6,6,12,25,39,-14,24
Silkeborg IF,6372,9,6,3,13,26,44,-18,21
Lyngby,6372,10,3,9,12,26,46,-20,18
AGF Aarhus,6372,11,4,6,12,16,37,-21,18
Brondby,6373,1,19,7,4,68,35,33,64
FC Midtjylla,6373,2,20,4,6,67,42,25,64
FC Nords,6373,3,15,6,9,75,49,26,51
Copenhagen,6373,4,13,5,12,57,48,9,44
AaB,6373,5,9,11,10,40,43,-3,38
AC Horsens,6373,6,7,13,10,36,52,-16,34
Sonderjyske,6373,7,8,6,10,28,29,-1,30
Randers FC,6373,8,6,6,12,27,42,-15,24
Silkeborg IF,6373,9,6,3,13,30,46,-16,21
Lyngby,6373,10,3,9,12,29,48,-19,18
AGF Aarhus,6373,11,4,6,12,18,41,-23,18
FC Midtjylla,6374,1,21,5,4,71,39,32,68
Brondby,6374,2,20,6,4,71,36,35,66
FC Nords,6374,3,15,6,9,75,50,25,51
Copenhagen,6374,4,15,6,9,57,40,17,51
Sonderjyske,6374,5,8,6,10,28,29,-1,30
AaB,6374,6,6,12,12,35,47,-12,30
AC Horsens,6374,7,5,13,12,31,54,-23,28
Randers FC,6374,8,6,6,12,27,40,-13,24
AGF Aarhus,6374,9,5,6,11,17,36,-19,21
Silkeborg IF,6374,10,5,3,14,25,45,-20,18
Lyngby,6374,11,3,9,12,27,48,-21,18
Brondby,6375,1,20,6,4,69,32,37,66
FC Midtjylla,6375,2,17,4,9,65,47,18,55
Copenhagen,6375,3,16,5,9,61,44,17,53
FC Nords,6375,4,14,8,8,73,48,25,50
AaB,6375,5,8,13,9,41,44,-3,37
AC Horsens,6375,6,7,12,11,36,56,-20,33
Sonderjyske,6375,7,8,6,10,28,29,-1,30
Randers FC,6375,8,6,6,12,25,40,-15,24
AGF Aarhus,6375,9,5,6,11,17,36,-19,21
Lyngby,6375,10,3,9,12,27,46,-19,18
Silkeborg IF,6375,11,5,3,14,25,45,-20,18
FC Midtjylla,6376,1,19,6,5,65,40,25,63
Brondby,6376,2,19,5,6,68,38,30,62
FC Nords,6376,3,15,7,8,80,52,28,52
Copenhagen,6376,4,13,7,10,58,45,13,46
AaB,6376,5,8,12,10,37,42,-5,36
AC Horsens,6376,6,7,13,10,34,51,-17,34
Sonderjyske,6376,7,8,6,10,28,29,-1,30
Randers FC,6376,8,5,7,12,24,40,-16,22
Silkeborg IF,6376,9,6,3,13,26,44,-18,21
Lyngby,6376,10,3,10,11,27,45,-18,19
AGF Aarhus,6376,11,4,6,12,16,37,-21,18
FC Midtjylla,6377,1,21,4,5,70,41,29,67
Brondby,6377,2,19,6,5,72,41,31,63
FC Nords,6377,3,13,7,10,72,55,17,46
Copenhagen,6377,4,13,5,12,59,49,10,44
AC Horsens,6377,5,10,12,8,47,51,-4,42
AaB,6377,6,7,12,11,39,48,-9,33
Sonderjyske,6377,7,8,6,10,28,29,-1,30
Randers FC,6377,8,6,6,12,26,40,-14,24
Silkeborg IF,6377,9,5,4,13,26,45,-19,19
AGF Aarhus,6377,10,4,7,11,17,37,-20,19
Lyngby,6377,11,3,9,12,27,47,-20,18
Brondby,6378,1,23,5,2,72,29,43,74
FC Midtjylla,6378,2,18,6,6,58,36,22,60
FC Nords,6378,3,13,8,9,69,50,19,47
Copenhagen,6378,4,14,5,11,60,45,15,47
AC Horsens,6378,5,7,12,11,36,52,-16,33
AaB,6378,6,6,14,10,34,43,-9,32
Sonderjyske,6378,7,8,6,10,28,29,-1,30
Randers FC,6378,8,5,7,12,25,41,-16,22
Lyngby,6378,9,3,10,11,28,46,-18,19
Silkeborg IF,6378,10,5,4,13,26,45,-19,19
AGF Aarhus,6378,11,4,7,11,17,37,-20,19
Brondby,6379,1,21,7,2,72,29,43,70
FC Midtjylla,6379,2,19,4,7,62,43,19,61
FC Nords,6379,3,15,7,8,81,51,30,52
Copenhagen,6379,4,13,4,13,54,52,2,43
AC Horsens,6379,5,8,12,10,36,49,-13,36
AaB,6379,6,7,12,11,36,43,-7,33
Sonderjyske,6379,7,8,6,10,28,29,-1,30
Lyngby,6379,8,4,9,11,30,44,-14,21
Randers FC,6379,9,5,6,13,23,43,-20,21
Silkeborg IF,6379,10,5,4,13,25,44,-19,19
AGF Aarhus,6379,11,4,7,11,16,36,-20,19
Brondby,6380,1,20,6,4,68,32,36,66
FC Midtjylla,6380,2,19,6,5,62,37,25,63
FC Nords,6380,3,14,7,9,75,52,23,49
Copenhagen,6380,4,15,4,11,60,48,12,49
AC Horsens,6380,5,7,14,9,36,50,-14,35
AaB,6380,6,6,13,11,35,43,-8,31
Sonderjyske,6380,7,8,6,10,28,29,-1,30
Silkeborg IF,6380,8,6,3,13,29,45,-16,21
Lyngby,6380,9,4,9,11,28,45,-17,21
Randers FC,6380,10,5,6,13,24,41,-17,21
AGF Aarhus,6380,11,4,6,12,17,40,-23,18
FC Midtjylla,6381,1,22,4,4,75,37,38,70
Brondby,6381,2,20,6,4,69,34,35,66
FC Nords,6381,3,15,6,9,73,49,24,51
Copenhagen,6381,4,13,5,12,58,50,8,44
AC Horsens,6381,5,7,14,9,35,52,-17,35
Sonderjyske,6381,6,8,6,10,28,29,-1,30
AaB,6381,7,6,11,13,33,47,-14,29
Lyngby,6381,8,4,9,11,29,46,-17,21
Randers FC,6381,9,5,6,13,25,42,-17,21
AGF Aarhus,6381,10,5,6,11,18,37,-19,21
Silkeborg IF,6381,11,5,3,14,26,46,-20,18
Brondby,6382,1,20,7,3,70,34,36,67
FC Midtjylla,6382,2,20,4,6,65,39,26,64
FC Nords,6382,3,14,9,7,76,50,26,51
Copenhagen,6382,4,13,6,11,57,45,12,45
AC Horsens,6382,5,6,15,9,38,54,-16,33
AaB,6382,6,6,13,11,33,43,-10,31
Sonderjyske,6382,7,8,6,10,28,29,-1,30
Randers FC,6382,8,5,7,12,23,39,-16,22
Silkeborg IF,6382,9,6,3,13,28,46,-18,21
Lyngby,6382,10,3,10,11,26,44,-18,19
AGF Aarhus,6382,11,4,6,12,18,39,-21,18
Brondby,6383,1,22,6,2,72,29,43,72
FC Midtjylla,6383,2,19,6,5,66,38,28,63
Copenhagen,6383,3,14,6,10,60,46,14,48
FC Nords,6383,4,13,6,11,73,53,20,45
AaB,6383,5,7,12,11,37,47,-10,33
AC Horsens,6383,6,7,12,11,40,61,-21,33
Sonderjyske,6383,7,8,6,10,28,29,-1,30
Lyngby,6383,8,4,9,11,27,44,-17,21
Randers FC,6383,9,5,6,13,23,40,-17,21
AGF Aarhus,6383,10,5,6,11,19,36,-17,21
Silkeborg IF,6383,11,5,3,14,25,47,-22,18
Brondby,6384,1,20,7,3,70,32,38,67
FC Midtjylla,6384,2,18,6,6,66,43,23,60
FC Nords,6384,3,14,7,9,74,52,22,49
Copenhagen,6384,4,14,5,11,60,46,14,47
AC Horsens,6384,5,7,14,9,38,52,-14,35
AaB,6384,6,7,13,10,38,47,-9,34
Sonderjyske,6384,7,8,6,10,28,29,-1,30
Lyngby,6384,8,4,9,11,29,44,-15,21
Randers FC,6384,9,5,6,13,23,42,-19,21
Silkeborg IF,6384,10,5,4,13,26,45,-19,19
AGF Aarhus,6384,11,4,7,11,17,37,-20,19
Brondby,6385,1,22,5,3,69,29,40,71
FC Midtjylla,6385,2,19,6,5,65,40,25,63
FC Nords,6385,3,13,8,9,71,50,21,47
Copenhagen,6385,4,14,5,11,59,45,14,47
AaB,6385,5,7,13,10,38,44,-6,34
AC Horsens,6385,6,6,13,11,30,50,-20,31
Sonderjyske,6385,7,8,6,10,28,29,-1,30
Lyngby,6385,8,4,9,11,29,45,-16,21
Randers FC,6385,9,5,6,13,24,42,-18,21
Silkeborg IF,6385,10,5,4,13,25,44,-19,19
AGF Aarhus,6385,11,4,7,11,16,36,-20,19
Brondby,6386,1,22,5,3,74,33,41,71
FC Midtjylla,6386,2,19,6,5,63,38,25,63
FC Nords,6386,3,14,7,9,75,52,23,49
Copenhagen,6386,4,13,6,11,56,46,10,45
AC Horsens,6386,5,7,14,9,36,52,-16,35
Sonderjyske,6386,6,8,6,10,28,29,-1,30
AaB,6386,7,6,12,12,34,43,-9,30
Randers FC,6386,8,5,7,12,25,41,-16,22
Lyngby,6386,9,3,10,11,28,46,-18,19
Silkeborg IF,6386,10,5,4,13,26,45,-19,19
AGF Aarhus,6386,11,4,7,11,17,37,-20,19
Brondby,6387,1,22,5,3,71,29,42,71
FC Midtjylla,6387,2,20,5,5,73,37,36,65
Copenhagen,6387,3,14,6,10,57,44,13,48
FC Nords,6387,4,13,7,10,71,57,14,46
AaB,6387,5,7,13,10,35,40,-5,34
Sonderjyske,6387,6,8,6,10,28,29,-1,30
AC Horsens,6387,7,6,12,12,32,58,-26,30
Lyngby,6387,8,4,9,11,30,45,-15,21
Randers FC,6387,9,5,6,13,24,43,-19,21
Silkeborg IF,6387,10,5,4,13,27,46,-19,19
AGF Aarhus,6387,11,4,7,11,18,38,-20,19
Brondby,6388,1,21,7,2,74,33,41,70
FC Midtjylla,6388,2,19,5,6,63,39,24,62
FC Nords,6388,3,14,8,8,75,54,21,50
Copenhagen,6388,4,14,5,11,57,46,11,47
AaB,6388,5,7,13,10,36,41,-5,34
Sonderjyske,6388,6,8,6,10,28,29,-1,30
AC Horsens,6388,7,5,14,11,31,49,-18,29
Randers FC,6388,8,6,6,12,24,39,-15,24
Silkeborg IF,6388,9,6,3,13,27,45,-18,21
Lyngby,6388,10,3,9,12,26,45,-19,18
AGF Aarhus,6388,11,4,6,12,17,38,-21,18
Brondby,6389,1,19,7,4,72,37,35,64
FC Midtjylla,6389,2,18,7,5,67,42,25,61
FC Nords,6389,3,14,8,8,77,51,26,50
Copenhagen,6389,4,13,6,11,53,46,7,45
AC Horsens,6389,5,9,12,9,40,49,-9,39
AaB,6389,6,6,14,10,36,46,-10,32
Sonderjyske,6389,7,8,6,10,28,29,-1,30
Randers FC,6389,8,5,7,12,24,40,-16,22
Lyngby,6389,9,3,10,11,27,45,-18,19
Silkeborg IF,6389,10,5,4,13,26,45,-19,19
AGF Aarhus,6389,11,4,7,11,17,37,-20,19
Brondby,6390,1,22,6,2,73,30,43,72
FC Midtjylla,6390,2,19,5,6,61,37,24,62
FC Nords,6390,3,14,6,10,74,54,20,48
Copenhagen,6390,4,14,6,10,59,45,14,48
AC Horsens,6390,5,8,12,10,36,52,-16,36
Sonderjyske,6390,6,8,6,10,28,29,-1,30
AaB,6390,7,6,11,13,36,47,-11,29
Lyngby,6390,8,4,9,11,28,45,-17,21
Randers FC,6390,9,5,6,13,24,41,-17,21
Silkeborg IF,6390,10,5,4,13,25,44,-19,19
AGF Aarhus,6390,11,4,7,11,16,36,-20,19
Brondby,6391,1,22,6,2,71,31,40,72
FC Midtjylla,6391,2,19,4,7,65,45,20,61
FC Nords,6391,3,15,8,7,77,51,26,53
Copenhagen,6391,4,13,7,10,60,44,16,46
AaB,6391,5,7,12,11,37,44,-7,33
Sonderjyske,6391,6,8,6,10,28,29,-1,30
AC Horsens,6391,7,5,13,12,33,54,-21,28
Lyngby,6391,8,4,9,11,29,45,-16,21
Silkeborg IF,6391,9,6,3,13,28,44,-16,21
Randers FC,6391,10,5,6,13,24,42,-18,21
AGF Aarhus,6391,11,4,6,12,16,39,-23,18
Brondby,6392,1,22,5,3,73,31,42,71
FC Midtjylla,6392,2,19,5,6,66,41,25,62
FC Nords,6392,3,15,6,9,76,54,22,51
Copenhagen,6392,4,13,4,13,52,43,9,43
AC Horsens,6392,5,8,12,10,38,54,-16,36
AaB,6392,6,7,12,11,38,46,-8,33
Sonderjyske,6392,7,8,6,10,28,29,-1,30
Silkeborg IF,6392,8,6,3,13,30,44,-14,21
Lyngby,6392,9,4,9,11,28,44,-16,21
Randers FC,6392,10,5,6,13,23,41,-18,21
AGF Aarhus,6392,11,4,6,12,16,41,-25,18
Brondby,6393,1,19,7,4,66,36,30,64
FC Midtjylla,6393,2,18,5,7,58,37,21,59
FC Nords,6393,3,13,9,8,67,45,22,48
Copenhagen,6393,4,13,7,10,57,41,16,46
AaB,6393,5,9,12,9,35,37,-2,39
AC Horsens,6393,6,7,14,9,32,45,-13,35
Sonderjyske,6393,7,8,6,10,28,29,-1,30
Lyngby,6393,8,4,9,11,28,45,-17,21
Randers FC,6393,9,5,6,13,24,41,-17,21
AGF Aarhus,6393,10,5,6,11,18,37,-19,21
Silkeborg IF,6393,11,5,3,14,26,46,-20,18
Brondby,6394,1,21,6,3,67,30,37,69
FC Midtjylla,6394,2,21,4,5,72,39,33,67
Copenhagen,6394,3,15,4,11,62,46,16,49
FC Nords,6394,4,13,8,9,72,54,18,47
AaB,6394,5,7,12,11,37,46,-9,33
Sonderjyske,6394,6,8,6,10,28,29,-1,30
AC Horsens,6394,7,5,14,11,32,53,-21,29
Lyngby,6394,8,4,9,11,27,44,-17,21
Randers FC,6394,9,5,6,13,23,40,-17,21
AGF Aarhus,6394,10,5,6,11,18,37,-19,21
Silkeborg IF,6394,11,5,3,14,26,46,-20,18
FC Midtjylla,6395,1,20,6,4,62,35,27,66
Brondby,6395,2,19,6,5,64,32,32,63
FC Nords,6395,3,15,6,9,74,50,24,51
Copenhagen,6395,4,13,5,12,56,46,10,44
AaB,6395,5,9,12,9,38,40,-2,39
AC Horsens,6395,6,6,13,11,34,51,-17,31
Sonderjyske,6395,7,8,6,10,28,29,-1,30
Randers FC,6395,8,6,6,12,26,39,-13,24
Silkeborg IF,6395,9,5,4,13,26,45,-19,19
AGF Aarhus,6395,10,4,7,11,17,37,-20,19
Lyngby,6395,11,3,9,12,26,47,-21,18
Brondby,6396,1,19,8,3,69,34,35,65
FC Midtjylla,6396,2,20,5,5,66,38,28,65
FC Nords,6396,3,14,6,10,75,54,21,48
Copenhagen,6396,4,14,6,10,57,43,14,48
AC Horsens,6396,5,7,14,9,35,49,-14,35
AaB,6396,6,6,13,11,35,45,-10,31
Sonderjyske,6396,7,8,6,10,28,29,-1,30
Lyngby,6396,8,4,9,11,27,44,-17,21
Randers FC,6396,9,5,6,13,23,40,-17,21
AGF Aarhus,6396,10,5,6,11,19,38,-19,21
Silkeborg IF,6396,11,5,3,14,27,47,-20,18
Brondby,6397,1,20,5,5,70,35,35,65
FC Midtjylla,6397,2,20,5,5,70,39,31,65
Copenhagen,6397,3,15,4,11,58,47,11,49
FC Nords,6397,4,13,6,11,73,60,13,45
AC Horsens,6397,5,8,14,8,44,51,-7,38
AaB,6397,6,7,12,11,35,44,-9,33
Sonderjyske,6397,7,8,6,10,28,29,-1,30
Lyngby,6397,8,4,9,11,28,45,-17,21
Silkeborg IF,6397,9,6,3,13,27,44,-17,21
Randers FC,6397,10,5,6,13,24,41,-17,21
AGF Aarhus,6397,11,4,6,12,16,38,-22,18
Brondby,6398,1,20,7,3,71,33,38,67
FC Midtjylla,6398,2,19,5,6,64,40,24,62
FC Nords,6398,3,15,7,8,74,49,25,52
Copenhagen,6398,4,14,6,10,57,41,16,48
AaB,6398,5,9,11,10,40,42,-2,38
Sonderjyske,6398,6,8,6,10,28,29,-1,30
AC Horsens,6398,7,5,12,13,32,59,-27,27
Randers FC,6398,8,5,7,12,23,39,-16,22
AGF Aarhus,6398,9,5,6,11,19,37,-18,21
Lyngby,6398,10,3,10,11,26,44,-18,19
Silkeborg IF,6398,11,5,3,14,26,47,-21,18
Brondby,6399,1,20,6,4,69,32,37,66
FC Midtjylla,6399,2,19,4,7,62,41,21,61
FC Nords,6399,3,16,6,8,75,47,28,54
Copenhagen,6399,4,15,4,11,62,47,15,49
AC Horsens,6399,5,7,13,10,39,55,-16,34
AaB,6399,6,7,11,12,38,49,-11,32
Sonderjyske,6399,7,8,6,10,28,29,-1,30
Lyngby,6399,8,4,9,11,28,45,-17,21
Randers FC,6399,9,5,6,13,24,41,-17,21
Silkeborg IF,6399,10,5,4,13,27,46,-19,19
AGF Aarhus,6399,11,4,7,11,18,38,-20,19
Brondby,6400,1,20,7,3,69,30,39,67
FC Midtjylla,6400,2,20,4,6,67,40,27,64
FC Nords,6400,3,14,8,8,71,48,23,50
Copenhagen,6400,4,15,4,11,58,42,16,49
AaB,6400,5,7,12,11,34,43,-9,33
AC Horsens,6400,6,6,13,11,32,54,-22,31
Sonderjyske,6400,7,8,6,10,28,29,-1,30
Lyngby,6400,8,4,9,11,27,44,-17,21
Randers FC,6400,9,5,6,13,23,40,-17,21
Silkeborg IF,6400,10,6,3,13,27,45,-18,21
AGF Aarhus,6400,11,4,6,12,17,38,-21,18
Brondby,6401,1,23,5,2,77,27,50,74
FC Midtjylla,6401,2,19,5,6,64,41,23,62
FC Nords,6401,3,13,9,8,73,52,21,48
Copenhagen,6401,4,14,5,11,57,45,12,47
AaB,6401,5,7,12,11,33,40,-7,33
Sonderjyske,6401,6,8,6,10,28,29,-1,30
AC Horsens,6401,7,6,12,12,34,59,-25,30
Lyngby,6401,8,4,9,11,29,45,-16,21
Randers FC,6401,9,5,6,13,24,42,-18,21
AGF Aarhus,6401,10,5,6,11,17,36,-19,21
Silkeborg IF,6401,11,5,3,14,25,45,-20,18
Brondby,6402,1,21,5,4,75,34,41,68
FC Midtjylla,6402,2,21,4,5,65,35,30,67
Copenhagen,6402,3,16,4,10,62,47,15,52
FC Nords,6402,4,13,6,11,75,57,18,45
AaB,6402,5,8,11,11,39,51,-12,35
Sonderjyske,6402,6,8,6,10,28,29,-1,30
AC Horsens,6402,7,6,12,12,35,53,-18,30
Randers FC,6402,8,6,6,12,26,41,-15,24
Silkeborg IF,6402,9,6,3,13,28,46,-18,21
Lyngby,6402,10,3,9,12,28,47,-19,18
AGF Aarhus,6402,11,4,6,12,18,39,-21,18
Brondby,6403,1,20,7,3,74,35,39,67
FC Midtjylla,6403,2,19,5,6,63,40,23,62
Copenhagen,6403,3,16,4,10,59,40,19,52
FC Nords,6403,4,13,6,11,73,55,18,45
AC Horsens,6403,5,8,12,10,37,52,-15,36
AaB,6403,6,7,12,11,35,45,-10,33
Sonderjyske,6403,7,8,6,10,28,29,-1,30
Randers FC,6403,8,6,6,12,24,39,-15,24
Silkeborg IF,6403,9,6,3,13,28,45,-17,21
Lyngby,6403,10,3,9,12,26,45,-19,18
AGF Aarhus,6403,11,4,6,12,17,39,-22,18
FC Midtjylla,6404,1,21,5,4,69,37,32,68
Brondby,6404,2,19,7,4,67,35,32,64
FC Nords,6404,3,14,7,9,74,50,24,49
Copenhagen,6404,4,13,7,10,56,46,10,46
AC Horsens,6404,5,7,13,10,34,49,-15,34
AaB,6404,6,6,13,11,35,44,-9,31
Sonderjyske,6404,7,8,6,10,28,29,-1,30
Randers FC,6404,8,5,7,12,23,39,-16,22
AGF Aarhus,6404,9,5,6,11,18,37,-19,21
Lyngby,6404,10,3,10,11,26,44,-18,19
Silkeborg IF,6404,11,5,3,14,26,46,-20,18
Brondby,6405,1,21,6,3,72,32,40,69
FC Midtjylla,6405,2,19,4,7,63,42,21,61
Copenhagen,6405,3,14,6,10,56,44,12,48
FC Nords,6405,4,13,6,11,70,54,16,45
AaB,6405,5,8,12,10,38,41,-3,36
AC Horsens,6405,6,7,14,9,36,48,-12,35
Sonderjyske,6405,7,8,6,10,28,29,-1,30
Lyngby,6405,8,4,9,11,29,45,-16,21
Randers FC,6405,9,5,6,13,24,42,-18,21
AGF Aarhus,6405,10,5,6,11,19,37,-18,21
Silkeborg IF,6405,11,5,3,14,26,47,-21,18
Brondby,6406,1,22,6,2,69,30,39,72
FC Midtjylla,6406,2,21,5,4,73,34,39,68
FC Nords,6406,3,13,8,9,70,54,16,47
Copenhagen,6406,4,14,5,11,58,44,14,47
AC Horsens,6406,5,6,13,11,33,55,-22,31
Sonderjyske,6406,6,8,6,10,28,29,-1,30
AaB,6406,7,6,11,13,33,45,-12,29
Randers FC,6406,8,6,6,12,26,40,-14,24
AGF Aarhus,6406,9,5,6,11,18,36,-18,21
Lyngby,6406,10,3,9,12,27,47,-20,18
Silkeborg IF,6406,11,5,3,14,25,46,-21,18
Brondby,6407,1,23,5,2,76,29,47,74
FC Midtjylla,6407,2,18,5,7,61,40,21,59
FC Nords,6407,3,13,8,9,74,57,17,47
Copenhagen,6407,4,14,5,11,59,48,11,47
AC Horsens,6407,5,8,12,10,41,52,-11,36
AaB,6407,6,7,11,12,34,45,-11,32
Sonderjyske,6407,7,8,6,10,28,29,-1,30
Randers FC,6407,8,6,6,12,25,39,-14,24
AGF Aarhus,6407,9,5,6,11,17,36,-19,21
Lyngby,6407,10,3,9,12,26,46,-20,18
Silkeborg IF,6407,11,5,3,14,25,45,-20,18
