team,n,rank,w,d,l,gf,ga,gd,pts
Anzhi,6731,11,2,7,11,14,37,-23,13
Loko Moscow,6732,1,11,6,3,30,13,17,39
Spart Moscow,6732,2,11,5,4,43,29,14,38
CSKA Moscow,6732,3,10,5,5,27,19,8,35
Krasnodar,6732,4,9,5,6,30,26,4,32
Zenit,6732,5,7,10,3,21,13,8,31
Terek Grozny,6732,6,8,6,6,22,23,-1,30
FK Rubin,6732,7,6,6,8,24,19,5,24
Din Moscow,6732,8,5,6,9,21,29,-8,21
Rostov,6732,9,4,6,10,11,19,-8,18
Amkar,6732,10,4,4,12,10,26,-16,16
Anzhi,6732,11,2,7,11,16,39,-23,13
Loko Moscow,6733,1,11,5,4,30,15,15,38
Spart Moscow,6733,2,11,5,4,39,25,14,38
Zenit,6733,3,9,8,3,25,15,10,35
CSKA Moscow,6733,4,10,3,7,26,23,3,33
Krasnodar,6733,5,9,4,7,30,26,4,31
Terek Grozny,6733,6,7,6,7,20,24,-4,27
FK Rubin,6733,7,7,5,8,24,18,6,26
Din Moscow,6733,8,5,6,9,17,25,-8,21
Rostov,6733,9,4,6,10,10,18,-8,18
Amkar,6733,10,4,5,11,9,24,-15,17
Anzhi,6733,11,4,5,11,20,37,-17,17
Loko Moscow,6734,1,12,6,2,30,11,19,42
CSKA Moscow,6734,2,11,4,5,31,20,11,37
Spart Moscow,6734,3,9,7,4,38,29,9,34
Krasnodar,6734,4,9,5,6,30,24,6,32
Zenit,6734,5,7,9,4,23,16,7,30
Terek Grozny,6734,6,7,6,7,21,24,-3,27
Din Moscow,6734,7,5,8,7,20,24,-4,23
FK Rubin,6734,8,5,6,9,22,21,1,21
Amkar,6734,9,5,5,10,12,24,-12,20
Rostov,6734,10,4,6,10,10,18,-8,18
Anzhi,6734,11,2,6,12,16,42,-26,12
Loko Moscow,6735,1,12,5,3,30,15,15,41
CSKA Moscow,6735,2,12,3,5,27,17,10,39
Spart Moscow,6735,3,10,5,5,38,28,10,35
Zenit,6735,4,8,8,4,25,14,11,32
Krasnodar,6735,5,9,4,7,30,26,4,31
Terek Grozny,6735,6,7,5,8,20,28,-8,26
Din Moscow,6735,7,5,7,8,18,24,-6,22
Amkar,6735,8,6,4,10,14,22,-8,22
FK Rubin,6735,9,5,6,9,22,20,2,21
Rostov,6735,10,4,6,10,11,19,-8,18
Anzhi,6735,11,3,5,12,16,38,-22,14
Loko Moscow,6736,1,11,5,4,30,16,14,38
CSKA Moscow,6736,2,11,4,5,28,18,10,37
Spart Moscow,6736,3,10,5,5,39,30,9,35
Krasnodar,6736,4,10,4,6,30,24,6,34
Zenit,6736,5,8,9,3,25,15,10,33
Terek Grozny,6736,6,8,5,7,24,23,1,29
Din Moscow,6736,7,6,7,7,19,22,-3,25
FK Rubin,6736,8,5,6,9,21,18,3,21
Amkar,6736,9,5,4,11,11,24,-13,19
Rostov,6736,10,4,6,10,12,20,-8,18
Anzhi,6736,11,2,5,13,14,43,-29,11
Loko Moscow,6737,1,13,5,2,32,12,20,44
CSKA Moscow,6737,2,11,4,5,29,19,10,37
Spart Moscow,6737,3,9,6,5,39,31,8,33
Krasnodar,6737,4,9,4,7,30,26,4,31
Zenit,6737,5,7,9,4,23,16,7,30
Terek Grozny,6737,6,7,6,7,22,26,-4,27
FK Rubin,6737,7,6,5,9,24,20,4,23
Din Moscow,6737,8,5,7,8,19,25,-6,22
Rostov,6737,9,5,6,9,11,17,-6,21
Amkar,6737,10,5,4,11,15,27,-12,19
Anzhi,6737,11,2,6,12,16,41,-25,12
Loko Moscow,6738,1,12,6,2,32,12,20,42
CSKA Moscow,6738,2,11,3,6,28,19,9,36
Zenit,6738,3,8,8,4,24,17,7,32
Krasnodar,6738,4,9,5,6,29,24,5,32
Spart Moscow,6738,5,8,7,5,36,29,7,31
Terek Grozny,6738,6,8,5,7,21,25,-4,29
FK Rubin,6738,7,6,5,9,22,19,3,23
Din Moscow,6738,8,5,7,8,19,24,-5,22
Rostov,6738,9,5,6,9,11,17,-6,21
Amkar,6738,10,4,5,11,10,24,-14,17
Anzhi,6738,11,3,5,12,17,39,-22,14
Loko Moscow,6739,1,13,5,2,33,13,20,44
Spart Moscow,6739,2,11,5,4,40,25,15,38
CSKA Moscow,6739,3,11,4,5,30,21,9,37
Terek Grozny,6739,4,9,5,6,23,22,1,32
Zenit,6739,5,7,9,4,23,16,7,30
Krasnodar,6739,6,8,5,7,29,27,2,29
FK Rubin,6739,7,6,6,8,23,18,5,24
Din Moscow,6739,8,5,6,9,17,25,-8,21
Rostov,6739,9,4,6,10,10,19,-9,18
Amkar,6739,10,4,4,12,9,26,-17,16
Anzhi,6739,11,2,5,13,17,42,-25,11
Loko Moscow,6740,1,12,6,2,31,12,19,42
CSKA Moscow,6740,2,11,3,6,28,18,10,36
Spart Moscow,6740,3,10,5,5,37,27,10,35
Zenit,6740,4,8,9,3,23,14,9,33
Krasnodar,6740,5,9,4,7,28,25,3,31
Terek Grozny,6740,6,7,6,7,20,23,-3,27
Din Moscow,6740,7,5,7,8,18,24,-6,22
FK Rubin,6740,8,5,6,9,21,18,3,21
Rostov,6740,9,5,6,9,11,17,-6,21
Amkar,6740,10,4,5,11,9,23,-14,17
Anzhi,6740,11,3,5,12,15,40,-25,14
Loko Moscow,6741,1,11,7,2,31,13,18,40
Spart Moscow,6741,2,10,6,4,38,28,10,36
CSKA Moscow,6741,3,11,3,6,30,20,10,36
Zenit,6741,4,8,9,3,23,14,9,33
Krasnodar,6741,5,9,5,6,31,25,6,32
Terek Grozny,6741,6,8,6,6,25,24,1,30
FK Rubin,6741,7,6,5,9,22,20,2,23
Din Moscow,6741,8,5,6,9,18,24,-6,21
Rostov,6741,9,4,6,10,10,18,-8,18
Amkar,6741,10,4,5,11,13,29,-16,17
Anzhi,6741,11,2,6,12,16,42,-26,12
Loko Moscow,6742,1,12,6,2,31,12,19,42
CSKA Moscow,6742,2,11,3,6,26,19,7,36
Zenit,6742,3,8,8,4,23,14,9,32
Krasnodar,6742,4,9,5,6,30,25,5,32
Terek Grozny,6742,5,9,5,6,27,22,5,32
Spart Moscow,6742,6,8,7,5,35,30,5,31
Din Moscow,6742,7,6,7,7,21,23,-2,25
Rostov,6742,8,5,6,9,13,17,-4,21
FK Rubin,6742,9,5,5,10,22,22,0,20
Amkar,6742,10,4,5,11,10,27,-17,17
Anzhi,6742,11,2,5,13,14,41,-27,11
Loko Moscow,6743,1,12,6,2,31,12,19,42
CSKA Moscow,6743,2,12,3,5,30,19,11,39
Spart Moscow,6743,3,8,7,5,34,27,7,31
Zenit,6743,4,7,9,4,23,17,6,30
Terek Grozny,6743,5,8,6,6,21,22,-1,30
Krasnodar,6743,6,8,5,7,28,26,2,29
FK Rubin,6743,7,6,6,8,23,18,5,24
Din Moscow,6743,8,5,7,8,18,23,-5,22
Rostov,6743,9,5,6,9,11,17,-6,21
Amkar,6743,10,4,6,10,9,22,-13,18
Anzhi,6743,11,2,5,13,15,40,-25,11
Loko Moscow,6744,1,11,6,3,32,15,17,39
CSKA Moscow,6744,2,11,4,5,29,19,10,37
Spart Moscow,6744,3,9,6,5,38,29,9,33
Krasnodar,6744,4,9,5,6,31,27,4,32
Zenit,6744,5,7,9,4,23,17,6,30
Terek Grozny,6744,6,7,6,7,22,27,-5,27
FK Rubin,6744,7,6,6,8,25,19,6,24
Amkar,6744,8,6,4,10,15,23,-8,22
Din Moscow,6744,9,5,6,9,17,26,-9,21
Rostov,6744,10,4,7,9,11,18,-7,19
Anzhi,6744,11,2,7,11,18,41,-23,13
Loko Moscow,6745,1,11,6,3,30,13,17,39
CSKA Moscow,6745,2,11,3,6,27,22,5,36
Zenit,6745,3,8,9,3,26,14,12,33
Spart Moscow,6745,4,9,6,5,36,28,8,33
Krasnodar,6745,5,9,5,6,28,24,4,32
Terek Grozny,6745,6,8,6,6,23,23,0,30
FK Rubin,6745,7,6,6,8,22,17,5,24
Din Moscow,6745,8,6,6,8,19,23,-4,24
Rostov,6745,9,4,7,9,11,18,-7,19
Amkar,6745,10,4,4,12,9,25,-16,16
Anzhi,6745,11,2,6,12,16,40,-24,12
Loko Moscow,6746,1,11,6,3,31,14,17,39
Spart Moscow,6746,2,10,6,4,39,26,13,36
CSKA Moscow,6746,3,11,3,6,27,20,7,36
Zenit,6746,4,8,9,3,26,15,11,33
Krasnodar,6746,5,9,4,7,29,26,3,31
Terek Grozny,6746,6,7,5,8,20,27,-7,26
Din Moscow,6746,7,6,6,8,20,27,-7,24
FK Rubin,6746,8,6,5,9,25,21,4,23
Rostov,6746,9,4,7,9,11,18,-7,19
Amkar,6746,10,5,4,11,10,23,-13,19
Anzhi,6746,11,3,5,12,18,39,-21,14
Loko Moscow,6747,1,13,5,2,34,12,22,44
CSKA Moscow,6747,2,11,4,5,28,19,9,37
Spart Moscow,6747,3,10,5,5,39,29,10,35
Terek Grozny,6747,4,9,5,6,24,24,0,32
Krasnodar,6747,5,9,4,7,33,28,5,31
Zenit,6747,6,7,9,4,22,17,5,30
Din Moscow,6747,7,5,7,8,18,24,-6,22
FK Rubin,6747,8,5,6,9,23,22,1,21
Amkar,6747,9,5,4,11,12,25,-13,19
Rostov,6747,10,4,6,10,11,19,-8,18
Anzhi,6747,11,2,5,13,16,41,-25,11
Loko Moscow,6748,1,13,5,2,34,12,22,44
Spart Moscow,6748,2,11,5,4,43,27,16,38
CSKA Moscow,6748,3,11,3,6,27,19,8,36
Zenit,6748,4,7,8,5,22,18,4,29
Krasnodar,6748,5,8,5,7,29,28,1,29
Terek Grozny,6748,6,8,5,7,22,25,-3,29
Din Moscow,6748,7,6,6,8,20,25,-5,24
FK Rubin,6748,8,5,6,9,23,21,2,21
Rostov,6748,9,4,6,10,11,20,-9,18
Anzhi,6748,10,4,5,11,19,38,-19,17
Amkar,6748,11,4,4,12,9,26,-17,16
Loko Moscow,6749,1,12,6,2,30,11,19,42
CSKA Moscow,6749,2,11,4,5,29,18,11,37
Zenit,6749,3,7,9,4,22,15,7,30
Spart Moscow,6749,4,8,6,6,36,30,6,30
Krasnodar,6749,5,8,6,6,28,25,3,30
Terek Grozny,6749,6,7,6,7,23,26,-3,27
Din Moscow,6749,7,6,7,7,19,21,-2,25
Amkar,6749,8,6,4,10,13,24,-11,22
FK Rubin,6749,9,5,6,9,22,20,2,21
Rostov,6749,10,5,6,9,13,19,-6,21
Anzhi,6749,11,2,6,12,16,42,-26,12
Loko Moscow,6750,1,11,6,3,31,15,16,39
CSKA Moscow,6750,2,11,3,6,28,19,9,36
Zenit,6750,3,9,8,3,24,13,11,35
Spart Moscow,6750,4,10,5,5,38,28,10,35
Krasnodar,6750,5,9,5,6,33,27,6,32
Terek Grozny,6750,6,7,6,7,22,25,-3,27
FK Rubin,6750,7,6,5,9,24,21,3,23
Amkar,6750,8,6,4,10,12,23,-11,22
Din Moscow,6750,9,5,6,9,17,25,-8,21
Rostov,6750,10,4,6,10,11,19,-8,18
Anzhi,6750,11,2,6,12,17,42,-25,12
Loko Moscow,6751,1,12,6,2,32,12,20,42
CSKA Moscow,6751,2,11,3,6,26,20,6,36
Spart Moscow,6751,3,10,5,5,43,27,16,35
Zenit,6751,4,8,8,4,24,15,9,32
Krasnodar,6751,5,9,5,6,31,25,6,32
Terek Grozny,6751,6,9,5,6,24,22,2,32
FK Rubin,6751,7,6,5,9,22,20,2,23
Din Moscow,6751,8,5,6,9,17,26,-9,21
Amkar,6751,9,5,4,11,10,24,-14,19
Rostov,6751,10,4,6,10,11,23,-12,18
Anzhi,6751,11,2,5,13,14,40,-26,11
Loko Moscow,6752,1,11,7,2,33,15,18,40
CSKA Moscow,6752,2,11,4,5,27,18,9,37
Spart Moscow,6752,3,10,6,4,39,27,12,36
Krasnodar,6752,4,9,5,6,34,28,6,32
Zenit,6752,5,7,9,4,23,16,7,30
Terek Grozny,6752,6,8,6,6,23,24,-1,30
Din Moscow,6752,7,6,7,7,22,24,-2,25
FK Rubin,6752,8,5,5,10,23,24,-1,20
Rostov,6752,9,4,6,10,10,19,-9,18
Amkar,6752,10,4,5,11,11,26,-15,17
Anzhi,6752,11,2,6,12,14,38,-24,12
Loko Moscow,6753,1,11,5,4,30,15,15,38
Spart Moscow,6753,2,10,6,4,39,28,11,36
CSKA Moscow,6753,3,11,3,6,28,18,10,36
Zenit,6753,4,9,8,3,23,13,10,35
Krasnodar,6753,5,10,4,6,32,26,6,34
Terek Grozny,6753,6,8,5,7,21,24,-3,29
Din Moscow,6753,7,5,7,8,20,26,-6,22
FK Rubin,6753,8,5,6,9,23,20,3,21
Rostov,6753,9,4,7,9,10,17,-7,19
Amkar,6753,10,4,4,12,10,25,-15,16
Anzhi,6753,11,3,5,12,16,40,-24,14
Loko Moscow,6754,1,11,7,2,32,14,18,40
CSKA Moscow,6754,2,11,4,5,27,18,9,37
Spart Moscow,6754,3,10,6,4,37,27,10,36
Zenit,6754,4,7,9,4,23,16,7,30
Krasnodar,6754,5,8,5,7,28,28,0,29
Terek Grozny,6754,6,8,5,7,23,24,-1,29
FK Rubin,6754,7,7,5,8,26,18,8,26
Din Moscow,6754,8,5,6,9,19,25,-6,21
Rostov,6754,9,4,7,9,11,18,-7,19
Amkar,6754,10,4,4,12,10,26,-16,16
Anzhi,6754,11,3,6,11,16,38,-22,15
Loko Moscow,6755,1,12,5,3,33,14,19,41
CSKA Moscow,6755,2,11,3,6,29,19,10,36
Spart Moscow,6755,3,10,5,5,38,28,10,35
Krasnodar,6755,4,10,4,6,32,26,6,34
Zenit,6755,5,8,8,4,24,18,6,32
Terek Grozny,6755,6,8,5,7,22,24,-2,29
Din Moscow,6755,7,6,6,8,19,24,-5,24
Amkar,6755,8,6,4,10,13,23,-10,22
FK Rubin,6755,9,5,5,10,24,22,2,20
Rostov,6755,10,4,6,10,10,19,-9,18
Anzhi,6755,11,2,5,13,15,42,-27,11
Loko Moscow,6756,1,12,6,2,32,12,20,42
Spart Moscow,6756,2,10,6,4,40,28,12,36
CSKA Moscow,6756,3,10,5,5,28,20,8,35
Krasnodar,6756,4,9,5,6,29,24,5,32
Terek Grozny,6756,5,9,5,6,23,22,1,32
Zenit,6756,6,7,9,4,24,18,6,30
Din Moscow,6756,7,5,7,8,18,25,-7,22
FK Rubin,6756,8,5,6,9,22,20,2,21
Rostov,6756,9,4,6,10,11,19,-8,18
Amkar,6756,10,4,5,11,11,25,-14,17
Anzhi,6756,11,2,6,12,15,40,-25,12
Loko Moscow,6757,1,13,5,2,33,13,20,44
CSKA Moscow,6757,2,11,3,6,28,19,9,36
Spart Moscow,6757,3,8,7,5,35,29,6,31
Krasnodar,6757,4,9,4,7,30,27,3,31
Zenit,6757,5,7,8,5,21,17,4,29
Terek Grozny,6757,6,8,5,7,22,26,-4,29
FK Rubin,6757,7,6,5,9,22,18,4,23
Din Moscow,6757,8,5,7,8,18,23,-5,22
Amkar,6757,9,6,4,10,15,23,-8,22
Rostov,6757,10,4,7,9,11,18,-7,19
Anzhi,6757,11,3,5,12,16,38,-22,14
Loko Moscow,6758,1,12,5,3,30,12,18,41
CSKA Moscow,6758,2,11,3,6,28,20,8,36
Spart Moscow,6758,3,9,7,4,38,29,9,34
Zenit,6758,4,8,8,4,24,15,9,32
Krasnodar,6758,5,9,4,7,28,25,3,31
Terek Grozny,6758,6,8,6,6,22,23,-1,30
Din Moscow,6758,7,6,6,8,20,23,-3,24
FK Rubin,6758,8,6,5,9,22,19,3,23
Rostov,6758,9,4,7,9,11,18,-7,19
Amkar,6758,10,4,5,11,11,25,-14,17
Anzhi,6758,11,2,6,12,15,40,-25,12
Loko Moscow,6759,1,11,6,3,30,14,16,39
CSKA Moscow,6759,2,12,3,5,30,18,12,39
Spart Moscow,6759,3,10,5,5,37,27,10,35
Zenit,6759,4,8,8,4,23,14,9,32
Krasnodar,6759,5,9,5,6,30,26,4,32
Terek Grozny,6759,6,9,5,6,25,22,3,32
Din Moscow,6759,7,6,6,8,20,25,-5,24
FK Rubin,6759,8,5,5,10,24,22,2,20
Amkar,6759,9,5,4,11,11,23,-12,19
Rostov,6759,10,4,6,10,10,19,-9,18
Anzhi,6759,11,2,5,13,15,45,-30,11
Loko Moscow,6760,1,11,5,4,30,14,16,38
CSKA Moscow,6760,2,11,3,6,29,18,11,36
Zenit,6760,3,9,8,3,24,14,10,35
Krasnodar,6760,4,10,4,6,30,24,6,34
Spart Moscow,6760,5,9,6,5,37,27,10,33
Terek Grozny,6760,6,8,6,6,23,23,0,30
Din Moscow,6760,7,6,6,8,19,25,-6,24
Rostov,6760,8,5,6,9,11,17,-6,21
FK Rubin,6760,9,5,5,10,22,21,1,20
Amkar,6760,10,4,6,10,11,24,-13,18
Anzhi,6760,11,2,5,13,14,43,-29,11
Loko Moscow,6761,1,11,6,3,29,13,16,39
Spart Moscow,6761,2,11,5,4,38,26,12,38
CSKA Moscow,6761,3,11,4,5,28,19,9,37
Krasnodar,6761,4,9,5,6,29,24,5,32
Zenit,6761,5,7,9,4,21,14,7,30
Terek Grozny,6761,6,8,5,7,21,23,-2,29
FK Rubin,6761,7,6,6,8,22,17,5,24
Din Moscow,6761,8,5,6,9,17,24,-7,21
Rostov,6761,9,4,6,10,10,18,-8,18
Amkar,6761,10,4,4,12,10,25,-15,16
Anzhi,6761,11,3,6,11,17,39,-22,15
Loko Moscow,6762,1,12,6,2,30,11,19,42
Spart Moscow,6762,2,10,5,5,41,28,13,35
CSKA Moscow,6762,3,10,4,6,26,19,7,34
Zenit,6762,4,8,9,3,22,13,9,33
Krasnodar,6762,5,9,4,7,29,26,3,31
Terek Grozny,6762,6,8,5,7,22,25,-3,29
Din Moscow,6762,7,6,6,8,18,26,-8,24
Rostov,6762,8,5,6,9,12,18,-6,21
FK Rubin,6762,9,5,5,10,22,20,2,20
Amkar,6762,10,4,4,12,10,25,-15,16
Anzhi,6762,11,3,6,11,18,39,-21,15
Loko Moscow,6763,1,13,5,2,32,12,20,44
CSKA Moscow,6763,2,11,3,6,26,18,8,36
Spart Moscow,6763,3,9,6,5,39,30,9,33
Zenit,6763,4,8,8,4,22,14,8,32
Krasnodar,6763,5,9,4,7,30,26,4,31
Terek Grozny,6763,6,8,6,6,24,25,-1,30
Din Moscow,6763,7,7,6,7,21,22,-1,27
FK Rubin,6763,8,5,5,10,21,21,0,20
Rostov,6763,9,4,7,9,11,18,-7,19
Amkar,6763,10,4,5,11,13,28,-15,17
Anzhi,6763,11,2,5,13,15,40,-25,11
Loko Moscow,6764,1,12,5,3,34,14,20,41
CSKA Moscow,6764,2,11,3,6,30,19,11,36
Krasnodar,6764,3,10,4,6,34,26,8,34
Spart Moscow,6764,4,9,6,5,35,27,8,33
Zenit,6764,5,8,8,4,23,17,6,32
Terek Grozny,6764,6,9,5,6,24,24,0,32
FK Rubin,6764,7,6,5,9,23,22,1,23
Din Moscow,6764,8,5,6,9,18,24,-6,21
Rostov,6764,9,5,6,9,11,17,-6,21
Amkar,6764,10,4,5,11,10,24,-14,17
Anzhi,6764,11,2,5,13,16,44,-28,11
Loko Moscow,6765,1,12,5,3,31,13,18,41
Spart Moscow,6765,2,10,6,4,40,29,11,36
CSKA Moscow,6765,3,11,3,6,28,21,7,36
Zenit,6765,4,9,8,3,25,14,11,35
Krasnodar,6765,5,8,5,7,28,26,2,29
Terek Grozny,6765,6,7,7,6,20,22,-2,28
FK Rubin,6765,7,6,6,8,24,18,6,24
Din Moscow,6765,8,5,6,9,17,25,-8,21
Rostov,6765,9,4,6,10,12,20,-8,18
Amkar,6765,10,4,6,10,11,24,-13,18
Anzhi,6765,11,2,6,12,16,40,-24,12
Loko Moscow,6766,1,12,6,2,30,11,19,42
Spart Moscow,6766,2,10,5,5,39,29,10,35
CSKA Moscow,6766,3,10,4,6,25,18,7,34
Zenit,6766,4,7,9,4,21,14,7,30
Krasnodar,6766,5,8,6,6,29,26,3,30
Terek Grozny,6766,6,8,6,6,24,24,0,30
FK Rubin,6766,7,5,7,8,24,20,4,22
Din Moscow,6766,8,5,7,8,20,26,-6,22
Rostov,6766,9,5,6,9,12,17,-5,21
Amkar,6766,10,4,4,12,10,27,-17,16
Anzhi,6766,11,3,6,11,16,38,-22,15
Loko Moscow,6767,1,11,6,3,32,15,17,39
CSKA Moscow,6767,2,12,3,5,29,18,11,39
Krasnodar,6767,3,10,4,6,31,26,5,34
Spart Moscow,6767,4,9,6,5,36,27,9,33
Zenit,6767,5,7,9,4,22,16,6,30
Terek Grozny,6767,6,7,6,7,20,23,-3,27
Din Moscow,6767,7,6,7,7,20,21,-1,25
Rostov,6767,8,5,6,9,11,17,-6,21
FK Rubin,6767,9,5,5,10,21,21,0,20
Amkar,6767,10,5,4,11,11,25,-14,19
Anzhi,6767,11,2,6,12,15,39,-24,12
Loko Moscow,6768,1,11,5,4,29,15,14,38
Spart Moscow,6768,2,10,6,4,38,27,11,36
CSKA Moscow,6768,3,11,3,6,27,20,7,36
Krasnodar,6768,4,10,4,6,32,27,5,34
Zenit,6768,5,8,8,4,24,14,10,32
Terek Grozny,6768,6,8,6,6,23,24,-1,30
FK Rubin,6768,7,6,5,9,25,21,4,23
Din Moscow,6768,8,5,6,9,18,25,-7,21
Rostov,6768,9,4,6,10,10,18,-8,18
Amkar,6768,10,4,5,11,10,24,-14,17
Anzhi,6768,11,3,6,11,19,40,-21,15
CSKA Moscow,6769,1,12,3,5,29,18,11,39
Loko Moscow,6769,2,11,5,4,29,13,16,38
Spart Moscow,6769,3,10,6,4,40,27,13,36
Zenit,6769,4,8,8,4,22,15,7,32
Krasnodar,6769,5,9,5,6,29,25,4,32
Terek Grozny,6769,6,8,6,6,22,23,-1,30
Din Moscow,6769,7,6,6,8,18,23,-5,24
FK Rubin,6769,8,5,6,9,22,19,3,21
Rostov,6769,9,4,6,10,10,20,-10,18
Amkar,6769,10,4,6,10,11,24,-13,18
Anzhi,6769,11,2,5,13,16,41,-25,11
Loko Moscow,6770,1,13,5,2,36,12,24,44
CSKA Moscow,6770,2,10,4,6,25,19,6,34
Zenit,6770,3,8,8,4,23,15,8,32
Spart Moscow,6770,4,8,7,5,35,28,7,31
Terek Grozny,6770,5,8,5,7,24,24,0,29
Krasnodar,6770,6,8,5,7,29,30,-1,29
FK Rubin,6770,7,6,6,8,23,18,5,24
Din Moscow,6770,8,5,7,8,17,22,-5,22
Rostov,6770,9,5,6,9,12,18,-6,21
Amkar,6770,10,4,5,11,10,26,-16,17
Anzhi,6770,11,3,6,11,16,38,-22,15
Loko Moscow,6771,1,12,5,3,33,14,19,41
Spart Moscow,6771,2,10,6,4,38,26,12,36
CSKA Moscow,6771,3,11,3,6,27,19,8,36
Krasnodar,6771,4,10,4,6,34,27,7,34
Zenit,6771,5,8,8,4,22,15,7,32
Terek Grozny,6771,6,7,7,6,20,22,-2,28
FK Rubin,6771,7,6,5,9,24,21,3,23
Din Moscow,6771,8,5,6,9,17,25,-8,21
Rostov,6771,9,4,6,10,10,19,-9,18
Amkar,6771,10,4,6,10,10,23,-13,18
Anzhi,6771,11,2,6,12,15,39,-24,12
Loko Moscow,6772,1,12,5,3,32,13,19,41
Spart Moscow,6772,2,10,6,4,37,26,11,36
CSKA Moscow,6772,3,10,4,6,25,18,7,34
Krasnodar,6772,4,10,4,6,30,25,5,34
Zenit,6772,5,8,8,4,22,15,7,32
Terek Grozny,6772,6,9,5,6,25,25,0,32
FK Rubin,6772,7,6,5,9,23,19,4,23
Din Moscow,6772,8,5,6,9,18,25,-7,21
Rostov,6772,9,4,7,9,11,18,-7,19
Amkar,6772,10,4,4,12,11,26,-15,16
Anzhi,6772,11,2,6,12,15,39,-24,12
Loko Moscow,6773,1,12,5,3,30,12,18,41
Spart Moscow,6773,2,10,5,5,38,30,8,35
CSKA Moscow,6773,3,10,4,6,28,21,7,34
Krasnodar,6773,4,9,4,7,28,26,2,31
Zenit,6773,5,7,9,4,21,14,7,30
Terek Grozny,6773,6,8,5,7,25,27,-2,29
FK Rubin,6773,7,7,5,8,24,17,7,26
Din Moscow,6773,8,5,6,9,18,24,-6,21
Amkar,6773,9,5,4,11,14,27,-13,19
Rostov,6773,10,4,6,10,11,19,-8,18
Anzhi,6773,11,4,5,11,21,41,-20,17
Loko Moscow,6774,1,11,6,3,30,13,17,39
CSKA Moscow,6774,2,11,4,5,28,18,10,37
Spart Moscow,6774,3,10,6,4,39,27,12,36
Krasnodar,6774,4,10,4,6,30,25,5,34
Zenit,6774,5,7,10,3,23,15,8,31
Terek Grozny,6774,6,8,6,6,24,24,0,30
FK Rubin,6774,7,6,5,9,24,20,4,23
Din Moscow,6774,8,5,6,9,19,26,-7,21
Rostov,6774,9,4,6,10,10,19,-9,18
Amkar,6774,10,4,6,10,11,24,-13,18
Anzhi,6774,11,2,5,13,15,42,-27,11
Loko Moscow,6775,1,11,6,3,30,15,15,39
CSKA Moscow,6775,2,11,4,5,27,17,10,37
Spart Moscow,6775,3,9,6,5,37,27,10,33
Zenit,6775,4,7,10,3,22,14,8,31
Krasnodar,6775,5,9,4,7,30,25,5,31
Terek Grozny,6775,6,8,5,7,22,24,-2,29
Din Moscow,6775,7,6,7,7,20,22,-2,25
FK Rubin,6775,8,6,5,9,22,19,3,23
Amkar,6775,9,5,4,11,10,23,-13,19
Rostov,6775,10,4,6,10,10,20,-10,18
Anzhi,6775,11,3,5,12,16,40,-24,14
Loko Moscow,6776,1,11,7,2,29,11,18,40
Spart Moscow,6776,2,11,5,4,39,27,12,38
CSKA Moscow,6776,3,10,4,6,26,19,7,34
Zenit,6776,4,8,9,3,23,14,9,33
Krasnodar,6776,5,9,5,6,28,24,4,32
Terek Grozny,6776,6,8,6,6,23,24,-1,30
Din Moscow,6776,7,6,6,8,19,22,-3,24
FK Rubin,6776,8,5,5,10,21,20,1,20
Rostov,6776,9,4,6,10,11,19,-8,18
Amkar,6776,10,4,5,11,12,27,-15,17
Anzhi,6776,11,2,6,12,14,38,-24,12
Loko Moscow,6777,1,11,6,3,29,12,17,39
CSKA Moscow,6777,2,12,3,5,27,17,10,39
Spart Moscow,6777,3,10,5,5,37,27,10,35
Terek Grozny,6777,4,9,5,6,27,26,1,32
Krasnodar,6777,5,9,4,7,29,28,1,31
Zenit,6777,6,7,9,4,21,14,7,30
FK Rubin,6777,7,7,5,8,27,18,9,26
Rostov,6777,8,5,6,9,12,18,-6,21
Din Moscow,6777,9,5,6,9,17,25,-8,21
Amkar,6777,10,4,4,12,11,26,-15,16
Anzhi,6777,11,2,5,13,16,42,-26,11
Loko Moscow,6778,1,11,6,3,30,15,15,39
CSKA Moscow,6778,2,11,3,6,28,18,10,36
Krasnodar,6778,3,10,4,6,31,24,7,34
Zenit,6778,4,8,9,3,23,14,9,33
Terek Grozny,6778,5,9,5,6,25,24,1,32
Spart Moscow,6778,6,8,6,6,35,29,6,30
Din Moscow,6778,7,7,6,7,21,22,-1,27
Rostov,6778,8,5,6,9,12,18,-6,21
FK Rubin,6778,9,5,5,10,22,21,1,20
Amkar,6778,10,4,5,11,11,26,-15,17
Anzhi,6778,11,2,5,13,15,42,-27,11
Loko Moscow,6779,1,12,6,2,30,11,19,42
CSKA Moscow,6779,2,11,4,5,27,18,9,37
Spart Moscow,6779,3,10,5,5,36,26,10,35
Zenit,6779,4,7,9,4,21,14,7,30
Krasnodar,6779,5,8,5,7,27,25,2,29
Din Moscow,6779,6,7,6,7,20,22,-2,27
Terek Grozny,6779,7,7,6,7,21,24,-3,27
FK Rubin,6779,8,6,5,9,23,19,4,23
Rostov,6779,9,4,6,10,10,19,-9,18
Amkar,6779,10,4,5,11,10,24,-14,17
Anzhi,6779,11,3,5,12,16,39,-23,14
Loko Moscow,6780,1,11,6,3,30,14,16,39
CSKA Moscow,6780,2,12,3,5,28,18,10,39
Spart Moscow,6780,3,9,5,6,36,29,7,32
